Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci
G01-0084	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	02/19/2022 09:00 AM	02/20/2022 08:00 AM	1.361	02/24/2022	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2504.662243	7514.436096	5009.5491695	12903.8771352348	38713.9465188789	25808.9118270568	0.000157980866004343	0.000473970941710075	NA	138489.5001766	251867.911104188	492147.208808076	824577.944082763	133576.5679899	260466.069597001	475927.747868296	861438.449985256	128663.6358032	272362.964621106	459708.286928517	908400.661157133
C01-0110	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	01/19/2022 07:00 AM	01/20/2022 07:00 AM	10.397	01/25/2022	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	210235.0169	215709.7426	212972.37975	8274200.17015769	8489668.44459864	8381934.30737817	0.0165484003403154	0.0169793368891973	NA	264915.08362	196234.452385007	8052108.3792206	5325319.79594718	253476.97834	188173.290259249	7739100.25037636	5302989.41107875	242038.87306	191927.326256266	7426092.12153211	5599954.07344023
A02-0309	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	01/24/2022 09:00 AM	01/26/2022 09:00 AM	NA	01/26/2022	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2255555.105	459842.6414	1357698.8732	NA	NA	NA	NA	NA	NA	1694444.9931	1766020.44797026	NA	NA	1249310.906222	2017420.76207297	NA	NA	804176.819344	2437890.32719063	NA	NA
G01-0064	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	10/30/2021 09:00 AM	10/31/2021 09:00 AM	NA	11/02/2021	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	10424.62979	13900.47237	12162.55108	NA	NA	NA	NA	NA	NA	68563.851364	81705.7792558577	NA	NA	57598.719894	75283.6411850459	NA	NA	46633.588424	75630.1521582383	NA	NA
A01-0017	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	08/29/2021 12:00 AM	08/29/2021 11:55 PM	9.281	09/01/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	186894.2785	201845.1893	194369.7339	6566042.72027841	7091303.95249892	6828673.33638867	0.0135864151636286	0.0146732824708221	NA	176881.502188	289582.504088513	6119558.68758585	9691399.66825856	151059.665788	200428.290668918	5261218.98694533	6771368.24399728	125237.829388	144272.006399745	4402879.28630482	5082837.59316555
A01-0138	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/29/2021 12:00 AM	12/29/2021 12:00 AM	16.3	01/04/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	18102.08928	28967.0945	23534.59189	1116938.4254369	1787332.96581729	1452135.6956271	0.00231116211189559	0.00369833836661417	NA	19549.2666744	24471.4377183202	864714.358835749	956311.384463705	22599.9762471	24594.814289389	1017323.18984437	1003556.23180425	25650.6858198	25257.4407311179	1169932.02085299	1095517.02251233
A02-0010	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	08/14/2021 09:00 AM	08/16/2021 09:00 AM	NA	08/16/2021	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1583	970	1276.5	NA	NA	NA	NA	NA	NA	1499.2	1350.34269850673	NA	NA	1651.001821	1070.20394042543	NA	NA	1802.803642	1464.41952647835	NA	NA
D01-0027	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	04/05/2022 07:30 AM	04/06/2022 07:30 AM	1.29	04/08/2022	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	72560.00295	89322.474	80941.238475	354323.475389378	436177.620332599	395250.547860988	0.00208425573758457	0.00256575070783882	NA	21222.9801566	53989.0806567922	103145.791006635	263985.804690655	22215.5239515	61012.8089613547	108028.86286668	298310.371956425	23208.0677464	68345.879012161	112911.934726725	334112.61138558
D01-0020	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	01/31/2022 07:30 AM	02/01/2022 07:30 AM	1.27	02/02/2022	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	309503.6709	215766.5992	262635.13505	1487929.82939419	1037291.60369264	1262610.71654342	0.00875252840820114	0.00610171531583908	NA	714889.60352	850509.002699047	1588300.95535846	3154226.62304723	441107.078672	418840.851387986	1342199.36664996	1926241.073466	167324.553824	172571.584591352	1096097.77794146	711307.417887178
O01-0002	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	04/14/2022 06:15 AM	04/15/2022 06:15 AM	1.39	04/20/2022	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	7225.543298	7225.543298	7225.543298	38018.7849593982	38018.7849593982	38018.7849593982	0.000626235957163535	0.000626235957163535	NA	5350.628487	7423.89153848961	37924.9248049758	41739.6318088179	5547.9394284	10180.773792682	37914.9860302448	62026.0841854513	5745.2503698	13012.0586512215	37905.0472555137	82976.9043462937
G01-0046	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	01/23/2022 09:00 AM	01/24/2022 08:00 AM	0.983	01/27/2022	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	576047.5552	589383.5557	582715.55545	2143506.38093883	2193130.41268744	2168318.39681313	0.0262427323817193	0.0268502743962713	NA	761421.5151	427804.604029658	2700827.95883636	1094323.70979442	639814.11928	351462.625367109	2281765.00098773	893717.714365805	518206.72346	546614.064219861	1862702.0431391	1770733.6062966
H01-0001	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	09/27/2021 08:00 AM	09/28/2021 08:00 AM	NA	10/01/2021	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	163818.441	91183.68685	127501.063925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
E02-0069	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	03/01/2022 08:00 AM	03/02/2022 08:00 AM	0.139	03/04/2022	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	70726.31903	90036.04352	80381.181275	37214.20802939	47374.444190645	42294.3261100175	0.00155642860850648	0.00198136529446445	NA	232460.808372	617008.722706696	241486.817731573	566007.907143481	240321.327215	645085.680657244	250871.976597924	596267.274307377	248181.846058	673705.451750103	260257.135464275	627419.43563684
H01-0133	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	02/18/2022 08:00 AM	02/19/2022 08:00 AM	4.3	02/25/2022	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1817	2095	1956	29575.786871	34100.865985	31838.326428	0.000246464890591667	0.000284173883208333	NA	32333.593858	39822.9181295736	265586.353707477	455449.477377844	34261.167388	45768.4246955884	273785.707745144	459524.78766645	36188.740918	53842.8370770203	281985.061782812	483731.896803253
A01-0210	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	03/25/2022 12:00 AM	03/26/2022 12:00 AM	10	03/29/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	82889.67177	60769.72157	71829.69667	3137713.92414876	2300383.11728294	2719048.52071585	0.00649253833005454	0.00475993858070464	NA	30879.6259296	56674.9550099349	1125463.36399517	2139231.55967655	27846.0894275	49310.8957562424	1021223.88610522	1835770.0435325	24812.5529254	43051.7287358358	916984.40821526	1572763.6562656
A01-0220	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	04/06/2022 12:00 AM	04/06/2022 12:00 AM	16.8	04/11/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6837.713672	4558.351915	5698.0327935	434843.635146909	289887.879499011	362365.75732296	0.000899775772113286	0.000599834215152728	NA	29786.4040564	45932.5358053234	1012991.95676529	1406935.36175595	30548.8042247	47995.1621061841	1032695.01728115	1487682.73303457	31311.204393	50466.9038410587	1052398.07779701	1583636.23248738
A02-0400	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	03/14/2022 09:00 AM	03/16/2022 09:00 AM	NA	03/16/2022	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2483	1457	1970	NA	NA	NA	NA	NA	NA	12928.2458038	38612.5537878238	NA	NA	11099.7751851	34456.6405687638	NA	NA	9271.3045664	30358.9651921403	NA	NA
O01-0059	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	05/04/2022 06:30 AM	05/05/2022 06:30 AM	2.45	05/11/2022	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9644.866269	9644.866269	9644.866269	89448.9443971715	89448.9443971715	89448.9443971715	0.0014733807345935	0.0014733807345935	NA	25001.137225	48621.6854990153	107173.062021796	278253.648636133	23895.3979998	41614.6606045323	119035.883205397	275964.239808923	22789.6587746	37866.47604144	130898.704388998	275341.822272419
K01-0065	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	03/30/2022 06:24 AM	03/31/2022 06:24 AM	5.409	04/06/2022	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2724.462287	8173.917979	5449.190133	55784.1355045689	167363.281304898	111573.708404734	0.00011609601561825	0.000348310679094482	NA	16246.3089358	22974.5780569635	416029.168298723	693693.784858171	13128.5138994	16815.9966013625	332652.187506766	527232.934710493	10010.718863	12307.1289954872	249275.206714809	389802.497777885
B01-0123	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	02/24/2022 07:00 AM	02/25/2022 07:00 AM	5.4	03/01/2022	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	44226.68427	34911.92736	39569.305815	904047.117673504	713642.178318215	808844.64799586	0.00180809423534701	0.00142728435663643	NA	92994.635684	56006.9676682897	2314020.24902651	2669498.52273249	81065.668931	45661.4226569421	1951323.86476606	1732142.99099839	69136.702178	55352.5345923241	1588627.4805056	1292678.90267063
A02-0094	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	09/08/2021 09:40 AM	09/10/2021 09:40 AM	NA	09/13/2021	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	167303.0466	165624.4487	166463.74765	NA	NA	NA	NA	NA	NA	160663.96506	182092.019085075	NA	NA	133066.9414071	148690.752328121	NA	NA	105469.9177542	157934.630408778	NA	NA
H01-0029	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	11/02/2021 08:00 AM	11/03/2021 08:00 AM	NA	11/11/2021	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	14450	18912.5	16681.25	NA	NA	NA	NA	NA	NA	10256.0811298	5256.62509132175	NA	NA	12374.6370709	4798.52646748153	NA	NA	14493.193012	5493.2538141249	NA	NA
A02-0030	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	08/21/2021 09:00 AM	08/23/2021 09:00 AM	NA	08/23/2021	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	202692.1284	159814.7225	181253.42545	NA	NA	NA	NA	NA	NA	56001.8895912	152669.670516072	NA	NA	52056.1651776	135240.024063387	NA	NA	48110.440764	118141.310776189	NA	NA
P01-0069	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	05/03/2022 09:30 AM	05/04/2022 09:30 AM	0.252	05/11/2022	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2251	2197	2224	2147.28139332	2095.76953404	2121.52546368	7.42490108340249e-05	7.24678262116183e-05	NA	63385.615086	133330.502034273	52972.7790765139	111021.069515285	56882.281334	114328.307521318	47701.1521868788	95348.463244677	50378.947582	96826.121005622	42429.5252972438	80971.2190350806
E02-0002	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	11/03/2021 08:00 AM	11/04/2021 08:00 AM	NA	11/08/2021	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	12112.5	10412.5	11262.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C01-0005	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	09/19/2021 07:00 AM	09/20/2021 07:00 AM	5.511	09/24/2021	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	44097.27722	29389.5407	36743.40896	919930.696903256	613106.803010402	766518.749956829	0.00183986139380651	0.0012262136060208	NA	121261.574302	293966.253941128	NA	NA	110122.0219315	271124.241474253	NA	NA	98982.469561	248434.345927958	NA	NA
G01-0082	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	01/29/2022 09:00 AM	01/30/2022 08:00 AM	0.834	02/03/2022	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	736243.726	745975.1523	741109.43915	2324344.95860661	2355067.38225746	2339706.17043204	0.0284567208448409	0.0288328523782745	NA	520590.53422	283084.572846294	1788373.11039856	894116.637285155	504171.68106	298501.268692754	1731110.55225747	948291.489888307	487752.8279	323045.626989487	1673847.99411637	1035648.53284609
H01-0097	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	12/19/2021 08:00 AM	12/20/2021 08:00 AM	NA	12/28/2021	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	19471.20387	22253.54277	20862.37332	NA	NA	NA	NA	NA	NA	14388.7457716	12159.2744676183	169671.476639477	348084.497947731	15653.9455608	9663.25252923509	174735.308333301	276161.771912086	16919.14535	9369.32932067727	179799.140027125	220325.253219386
N02-0065	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	04/26/2022 07:00 AM	04/27/2022 07:00 AM	11.784	05/04/2022	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	23221.95824	12899.50054	18060.72939	1035868.19458002	575411.522028207	805639.858304116	0.0039092316196695	0.00217152812298365	NA	11844.1986728	17282.4047771089	536188.568952706	729524.662044239	10803.1151145	15040.7580677766	478168.898512892	651680.724012608	9762.0315562	14476.4240905213	420149.228073078	639275.809239385
A04-0068	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	05/02/2022 09:00 AM	05/03/2022 09:00 AM	0.681	05/04/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	98650.46829	111999.4386	105324.953445	254307.511504531	288719.344307033	271513.427905782	0.0127153755752265	0.0144359672153516	NA	147478.723834	167249.358700231	365938.372935759	362625.857855171	137669.3973017	155160.397581021	338800.928702762	338885.74213626	127860.0707694	155498.628094053	311663.484469765	348156.646296538
A01-0225	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	04/12/2022 12:00 AM	04/12/2022 11:59 AM	11.7	04/14/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	27148.44223	24432.80831	25790.62527	1202385.42101181	1082111.90378566	1142248.66239874	0.00248796850896336	0.0022390992877538	NA	24232.400358	18069.1768912634	1283879.71353291	923847.427421566	25140.8607738	23976.7454728092	1307848.19256741	1097172.21322013	26049.3211896	33539.7629921881	1331816.67160192	1546101.156141
A02-0121	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	09/20/2021 09:47 AM	09/22/2021 09:47 AM	NA	09/22/2021	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16167.85884	16167.85884	16167.85884	NA	NA	NA	NA	NA	NA	102317.32756	165668.284500986	NA	NA	92508.493872	174574.203306172	NA	NA	82699.660184	190120.231133899	NA	NA
A04-0067	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	04/27/2022 08:00 AM	04/28/2022 08:00 AM	0.702	04/29/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	141683.0881	116645.3697	129164.2289	376502.662124284	309968.485339086	343235.573731685	0.0188251331062142	0.0154984242669543	NA	137443.7456454	232455.532828989	342655.257386041	547150.635333043	140994.2570884	251697.563463982	347491.103252206	595419.680683745	144544.7685314	272512.454212361	352326.94911837	649218.246424346
H01-0161	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	03/18/2022 08:00 AM	03/19/2022 08:00 AM	2.2	03/25/2022	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	18554.60823	15461.60197	17008.1051	154520.958987833	128762.705969167	141641.8324785	0.00128767465823195	0.00107302254974306	NA	27937.844652	33231.7784872386	265144.680438673	312071.291321533	27395.472742	36592.2619030149	260128.302879304	341571.296407212	26853.100832	41030.975572338	255111.925319935	383577.551582603
