Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Assay Target 1 Result (CN/L)	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.far.mean	n1.far.ci	n1.mid.mean	n1.mid.ci	n1.near.mean	n1.near.ci	n1.load.far.mean	n1.load.far.ci	n1.load.mid.mean	n1.load.mid.ci	n1.load.near.mean	n1.load.near.ci	n1n2.far.mean	n1n2.far.ci	n1n2.mid.mean	n1n2.mid.ci	n1n2.near.mean	n1n2.near.ci	n1n2.load.far.mean	n1n2.load.far.ci	n1n2.load.mid.mean	n1n2.load.mid.ci	n1n2.load.near.mean	n1n2.load.near.ci	n2.far.mean	n2.far.ci	n2.mid.mean	n2.mid.ci	n2.near.mean	n2.near.ci	n2.load.far.mean	n2.load.far.ci	n2.load.mid.mean	n2.load.mid.ci	n2.load.near.mean	n2.load.near.ci
H01-0194	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	04/20/2022 08:00 AM	04/21/2022 08:00 AM	28770.2836096287	23537.8545150161	2.2	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	28770.2836096287	23537.8545150161	26154.0690623224	239596.102413194	196020.945691312	217808.524052253	6869.58251055331	10913.0022400981	4737.4780154787	8651.64584711382	8472.58204501123	21575.882520868	73308.883139842	128862.170796047	39991.4609606975	72092.1291779615	70496.9306460437	179731.701469791	6092.76116639376	9785.95867528155	3989.48609735817	6924.9016626395	7208.66288803518	17109.3056504417	65822.8543920516	117277.629277862	33974.5198104172	57872.4243363716	60557.3244095713	143176.279036371	5315.93982223422	8799.08009262553	3241.49417923763	5611.10110443766	5944.74373105914	13633.063892372	58336.8256442612	106627.292231321	27957.578660137	47749.521678529	50617.718173099	116071.511865997
P01-0060	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	04/07/2022 10:00 AM	04/08/2022 10:00 AM	6169.84589025377	3084.80960782617	0.282	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6169.84589025377	3084.80960782617	4627.32774903997	6586.221765462	3292.98989679228	4939.60583112714	3126.84670463204	2329.81889257163	3779.67627206817	3465.89387011128	4850.9128075093	7385.08186859282	2992.6084041169	2306.98564311146	3607.29846933745	3446.76001839108	4492.01576699617	7576.52290673474	2918.75858884305	2235.65882028852	3274.00564751588	3379.63477237216	5193.79142671823	7238.6368813863	2713.30592037107	2150.84746568453	3060.98956835052	3289.11984894229	4760.68855086168	7383.41530435922	2710.67047305405	2609.37398884111	2768.33502296358	3853.85895204226	5536.67004592716	7365.02035461748	2434.00343662524	2458.98622644503	2514.6806673636	3662.74259801448	5029.36133472719	7353.50891854359
R01-0016	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	04/17/2022 09:00 AM	04/18/2022 08:30 AM	0	0	NA	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	NA	NA	NA	11120.8963701501	8134.89194297362	6339.56860424951	7327.92278048888	3594.46663968265	6059.41814668542	12134.206828207	16457.8031477478	4222.41754298293	4838.11555755512	2306.20906749952	3954.51302461827	10190.9441673197	7323.33062833564	5541.88561881892	6726.01637519661	3568.88853432611	6777.42380796047	9124.02942002831	10177.9557032695	3565.32130688896	4082.40357118831	2222.07076689128	3995.70008105643	9260.99196448922	8044.93517870126	4744.20263338834	7156.60903253975	3543.31042896957	8795.16661045407	6113.85201184959	5187.44709753125	2908.225070795	4245.57123482849	2137.93246628304	4943.05287793177
A03-0171	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	01/12/2022 06:00 AM	01/12/2022 02:00 PM	0	22394.74565	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	22394.74565	11197.372825	NA	NA	NA	11922.8211155556	28298.4167234421	3974.49848216667	12829.062543784	0	0	NA	NA	NA	NA	NA	NA	12676.8010301667	31913.6597649331	3316.85282275	11288.1514941291	0	0	NA	NA	NA	NA	NA	NA	13430.7809447778	35632.8083902451	2659.20716333333	9787.73206949658	0	0	NA	NA	NA	NA	NA	NA
C01-0007	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	09/21/2021 07:00 AM	09/22/2021 07:00 AM	2119.272631	8478.168398	8.098	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2119.272631	8478.168398	5298.7205145	64964.7134303008	259891.895140462	162428.304285381	NA	NA	NA	NA	125673.163926	287661.217217003	NA	NA	NA	NA	1002233.26154441	3704569.23493665	NA	NA	NA	NA	119004.076421	259654.36599452	NA	NA	NA	NA	1215173.33264225	20194655.7968934	NA	NA	NA	NA	112334.988916	233484.057852449	NA	NA	NA	NA	1428113.40374008	36684742.3588501
A0030	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/30/2020 12:00 AM	11/30/2020 11:59 PM	57250.8	52029.6	10.196	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	57250.8	52029.6	54640.2	2209654.18744229	2008136.54151466	2108895.36447847	148004.16	288086.290196776	37001.52	29832.9674047226	36201.36	70327.0773357663	3985611.05065202	7519766.54308284	1086958.83213454	931972.597269277	1048792.61130115	2214801.25187305	126648.4	232961.946864869	33822.18	26804.9194982992	31743.24	58538.7466392481	3425393.06145947	6081744.46097777	990541.403232892	827042.204789026	915846.547647826	1842335.06113987	105292.64	178134.613471435	30642.84	24876.7395851508	27285.12	48017.9996779014	2865175.07226693	4654976.93029957	894123.974331239	751261.422565109	782900.483994499	1497465.15348435
H01-0177	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	04/03/2022 08:00 AM	04/04/2022 08:00 AM	2850.84956791252	0	1.8	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2850.84956791252	0	1425.42478395626	19424.9420331691	0	9712.47101658456	14620.7200642675	12504.2931343945	6528.95616274327	9371.02275285947	10306.4973670989	23903.27181824	129698.63231229	103885.727564441	80528.3737443535	110449.019748397	78282.5635907872	185293.702047083	13940.875175409	12130.9583914271	7412.58822474629	10922.7931141132	12349.3707329035	27385.8472188289	120005.824188406	96490.399475664	73906.6532511993	95130.4726367415	91635.9346311647	216363.225598175	13261.0302865505	12447.3662687048	8296.22028674931	12728.3110339279	14392.244098708	31094.3378249243	110313.016064523	97259.9871012403	67284.932758045	98711.6328928866	104989.305671542	249102.222185173
A02-0361	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	02/19/2022 09:00 AM	02/21/2022 09:00 AM	28843.56905	24721.84338	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	28843.56905	24721.84338	26782.706215	NA	NA	NA	365338.583098889	587182.14990581	71195.1601483333	97025.6058045206	41745.8997466667	131640.947577806	NA	NA	NA	NA	NA	NA	369927.375590556	608010.552747584	70277.5518108333	100167.015456611	36225.553565	141031.046242732	NA	NA	NA	NA	NA	NA	374516.168082222	629133.56648214	69359.9434733333	104149.498546246	30705.2073833333	155411.538263024	NA	NA	NA	NA	NA	NA
N03-0027	not institution specific	wwtp	WWTP	WWTP	67256	SalemWWTP-01	03/06/2022 10:15 AM	03/07/2022 07:30 AM	44181.59567	24846.41779	0.48823	24-hr time-weighted composite	Salem	26426		-80.54515	39.28597	1853	Harrison	0.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	44181.59567	24846.41779	34514.00673	81654.2480382402	45919.9250348489	63787.0865365446	105707.145073333	66246.3492564371	119479.453247	99879.1746576055	94971.98225	55470.509059636	353895.209072978	297722.2237123	304689.934543854	262237.802943266	234532.564591256	190433.584248914	105366.772309333	70967.6376263815	126054.577817	106105.492346634	96924.337064	59708.9470348719	320418.315540403	225751.857642355	322444.60526502	279275.592094232	239917.509169517	205278.526901917	105026.399545333	76939.3664452588	132629.702387	112671.248252096	98876.691878	64825.4369395242	286941.422007827	198272.874745292	340199.275986186	297129.429366038	245302.453747778	221542.945737165
A03-0004	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	09/15/2021 06:00 AM	09/15/2021 02:00 PM	0	1690.577418	NA	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	1690.577418	845.288709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
D01-0039	not institution specific	wwtp	WWTP	WWTP	57146	CharlesTownWWTP-01	04/20/2022 08:00 AM	04/21/2022 08:00 AM	20858.1105619669	28682.5780570507	1.21	24-hr flow-weighted composite	Charles Town	25414		-77.85589	39.27924	17000	Jefferson	2.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	20858.1105619669	28682.5780570507	24770.3443095088	95537.3653658739	131376.134541558	113456.749953716	64073.3789205551	52254.2435730992	65448.6807212233	60594.6599368631	86891.6754573583	152051.46350454	300557.831213987	241717.184072291	306346.172056446	276554.011642019	399990.204865626	693847.360970404	53378.7427935749	42854.1945284019	57987.3576164245	54545.621371426	77598.5495634376	133230.907951182	250519.511218314	198000.973700004	271693.348013792	249735.017018646	357582.404791134	607844.490496578	42684.1066665947	35827.3639784134	50526.0345116257	50352.2580016636	68305.423669517	117357.478861469	200481.191222641	165754.042050379	237040.523971138	231975.687129804	315174.604716642	535642.552661814
A02-0261	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	12/06/2021 09:00 AM	12/08/2021 09:00 AM	12460.0183	14952.46639	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	12460.0183	14952.46639	13706.242345	NA	NA	NA	32098.3016321111	53707.8800043395	45650.1738845	88675.6493088651	66268.67115	354388.795624169	NA	NA	NA	NA	NA	NA	31188.1229493333	49616.1418030325	42567.7841225	83188.8968468699	61671.0504776667	340762.591597019	NA	NA	NA	NA	NA	NA	30277.9442665556	45835.4720382617	39485.3943605	77891.1981919611	57073.4298053333	327303.1835003	NA	NA	NA	NA	NA	NA
N02-0050	not institution specific	wwtp	WWTP	WWTP	67256	ClarksburgWWTP-01	02/10/2022 07:00 AM	02/11/2022 07:00 AM	73620.73392	81244.05876	8.36	24-hr flow-weighted composite	Clarksburg	26301		-80.33857	39.27931	26498	Harrison	8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	73620.73392	81244.05876	77432.39634	2329803.77756458	2571051.72585498	2450427.75170978	NA	NA	191136.58077625	111044.380183471	203457.847702	227129.707900717	NA	NA	6655698.78387461	2921017.35046313	6757908.27485688	5722979.60430803	NA	NA	193453.882659375	117266.655452865	209360.852675	239527.421341396	NA	NA	6695427.31583023	2999222.66822616	6915081.94647508	5992878.75937951	NA	NA	195771.1845425	124174.123419727	215263.857648	252476.666285057	NA	NA	6735155.84778584	3118219.03950386	7072255.61809326	6294512.33276489
P01-0021	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	01/26/2022 10:00 AM	01/27/2022 10:00 AM	1120219.485	832988.981	0.213	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1120219.485	832988.981	976604.233	903224.37867205	671632.626354816	787428.502513433	NA	NA	NA	NA	994357.54556	1624932.26177552	NA	NA	NA	NA	912667.735280801	1424536.82193131	NA	NA	NA	NA	841530.21416	1322450.78857032	NA	NA	NA	NA	778879.799181878	1148004.9369687	NA	NA	NA	NA	688702.88276	1060132.09397511	NA	NA	NA	NA	645091.863082955	911686.480400266
A0033	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/03/2020 12:00 AM	12/03/2020 11:59 PM	53241.6	29030.4	8.998	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	53241.6	29030.4	41136	1813468.48293389	988807.914243072	1401138.19858848	68207.12	79752.2566065081	86304.6	125566.194352092	124139.28	332364.153881551	2435528.29360176	3320373.48328176	3260831.78647187	5220845.99675504	4988695.25926059	13763583.5713028	64750.36	76751.3192752024	81116.04	120998.85225324	120598.2	318405.74928155	2317050.98076641	3196069.98934344	3083506.36410091	5034773.72974256	4838675.21009658	13199713.6273737	61293.6	73951.9448338385	75927.48	116671.20196726	117057.12	304478.444184384	2198573.66793105	3075936.50173838	2906180.94172995	4854221.09902813	4688655.16093257	12636939.840175
A02-0424	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	03/26/2022 09:00 AM	03/28/2022 09:00 AM	0	0	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	NA	NA	NA	8794.39348635561	17743.1608041498	3248.21872636675	11955.7043299127	6496.4374527335	52645.3657610497	NA	NA	NA	NA	NA	NA	7208.6386103361	15417.9193946346	2165.39526125416	7970.16078098482	4330.79052250831	35095.5508693467	NA	NA	NA	NA	NA	NA	5622.8837343166	13295.1513381861	1082.57179614156	3984.61723205695	2165.14359228312	17545.7359776437	NA	NA	NA	NA	NA	NA
K01-0064	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	03/28/2022 06:24 AM	03/29/2022 06:24 AM	14698.1470473111	8818.26946511865	5.737	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	14698.1470473111	8818.26946511865	11758.2082562149	319198.148015994	191505.451191333	255351.799603663	50122.3343022118	29013.2708758994	35591.2242103368	23494.7568274475	27234.1997623444	12908.4867627279	1448583.35454507	770276.127288284	1124102.85703371	876092.970847187	666904.501128313	449427.953683554	48386.7335914063	31596.5125875377	32978.1140433624	23066.1129227393	22551.7335757613	20215.8288989465	1383558.22016255	804182.15790205	1065442.96235526	872750.11834696	558855.43114816	584222.7656153	46651.1328806008	35509.9702499699	30365.0038763881	24448.209722106	17869.2673891783	31288.2649114481	1318533.08578002	884837.792094676	1006783.06767682	913460.975744743	450806.361168007	815401.63066356
A01-0177	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	02/13/2022 12:00 AM	02/14/2022 12:00 AM	177175.4086	187040.4911	9.2	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	177175.4086	187040.4911	182107.94985	6170270.38391044	6513829.49781663	6342049.94086353	1288238.58840667	1935985.02574092	318812.90103	242660.338756135	148836.28366	73089.9293158151	44873593.6484253	64666175.0487448	11409473.9351687	7319165.68682574	6081051.86432096	3489444.3233019	1276572.90079333	1927337.72076961	321819.23053	244168.138814776	149353.09156	70393.1876176509	44419836.4583973	64338423.5425723	11494883.1049812	7342658.06822826	6089470.0208901	3251882.81854683	1264907.21318	1918861.68098313	324825.56003	245931.519408799	149869.89946	70350.0834907543	43966079.2683692	64018735.0459993	11580292.2747937	7378058.19886234	6097888.17745923	3111749.01120533
A02-0342	not institution specific	upstream	Sewer Network	Campus	105612	Evansdale-01	02/09/2022 09:00 AM	02/11/2022 09:00 AM	0	2696.590866	NA	48-hr time-weighted composite	WVU Evansdale	26505	Captures all of the WVU Evansdale campus, including residential and academic buildings.	-79.9721575	39.6500969	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	2696.590866	1348.295433	NA	NA	NA	148006.047790889	169252.550707182	52215.113903	132326.804037318	14463.5321993333	52824.1330316669	NA	NA	NA	NA	NA	NA	144938.198860853	173958.880732705	39352.3115329468	85555.4420858924	15881.520428	51196.359126384	NA	NA	NA	NA	NA	NA	141870.349930818	184024.638487328	26489.5091628935	39920.6915352408	17299.5086566667	54719.688138882	NA	NA	NA	NA	NA	NA
A03-0147	k12	upstream	Sewer Network	K-12 School	105612	SuncrestES-01	12/20/2021 06:00 AM	12/20/2021 02:00 PM	0	0	NA	8-hr time-weighted composite	Suncrest Elementary	26505		-79.97825	39.67137	515	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	NA	NA	NA	11922.8211155556	28298.4167234421	17884.2316733333	48098.4209258557	34982.4286443333	191917.210567214	NA	NA	NA	NA	NA	NA	12835.9066638889	31838.4968955232	19015.20154525	54618.2945655742	37228.5184188333	224739.639903222	NA	NA	NA	NA	NA	NA	13748.9922122222	35496.7586327586	20146.1714171667	61314.9418095255	39474.6081933333	257957.645294593	NA	NA	NA	NA	NA	NA
A0032	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/02/2020 12:00 AM	12/02/2020 11:59 PM	443142	408920.4	10.819	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	443142	408920.4	426031.2	18148592.9177822	16747069.5067871	17447831.2122846	48786.8	29595.928436791	43922.4	29899.3498651927	38689.2	56253.5650605964	1485799.53342702	922808.493370414	1495008.92295826	1167532.7195182	1448609.4458226	2636419.58110865	45837	27843.8476323712	40444.92	27038.1075017731	38570.28	55276.5438005889	1397750.17623637	876732.147762852	1387759.67113704	1108102.98592861	1438741.73775809	2601432.33606265	42887.2	26651.7522815594	36967.44	25203.5022351768	38451.36	54450.5091089287	1309700.81904572	846005.629310085	1280510.41931583	1074171.10291839	1428874.02969358	2570032.29820757
K01-0057	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	03/29/2022 06:26 AM	03/30/2022 06:23 AM	8434.36444178222	5622.72135168313	5.409	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8434.36444178222	5622.72135168313	7028.54289673268	172695.996255975	115126.809162811	143911.402709393	41945.6989853659	23494.9890666254	32622.5760988891	24096.372264794	23711.7811404169	15014.2724254705	1225744.74259777	649069.278650851	959580.685158338	856034.445501698	568319.762507852	495389.62011953	40334.0031084873	27089.9878217439	29080.974063836	23027.8259563776	17094.3320095539	12269.642186226	1164991.94464944	697492.548687517	866453.900439569	801350.553536264	413644.533971387	422656.459854059	38722.3072316087	31955.0637367954	25539.3720287829	23383.8177563623	10476.882878691	12499.3705875069	1104239.14670112	796374.866014384	773327.115720799	776688.258070723	258969.305434923	388011.744101749
A03-0185	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	01/19/2022 06:00 AM	01/19/2022 02:00 PM	0	0	NA	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	NA	NA	NA	149771.247403556	459900.451070835	224656.871105333	801091.676291141	2546.202354	20633.7327501819	NA	NA	NA	NA	NA	NA	86052.8038590556	228086.688692633	128498.018126833	392951.755209259	28773.1573003333	48657.941016101	NA	NA	NA	NA	NA	NA	22334.3603145556	29646.5785842334	32339.1651483333	45032.4093823971	55000.1122466667	116433.713108043	NA	NA	NA	NA	NA	NA
