Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Category	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Flow (MGD)	Sample ID	Sample QC Check	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status: NWSS	Status: WaTCH
A01-0046	16779	OneStep RT-ddPCR	Human RNase P	27.44614124	29161.52507					9/3/21	Manual	DQ		QX One	BRSV Triplex	I3	AP000000	B04	JL	SARS-CoV-2 N1	80.69766045	0	3138.026123	85741.26422	SARS-CoV-2 N2	72.10204124	0	3336.080627	76608.41882																																				CDC N1/N2/RP Triplex	0.005	Sample		9/3/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0008	A03	JL	WWTP	Sample	9/3/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	I3	EP0008	A03	JL	StarCityWWTP-01	JT	9/2/21 23:55	Composite	9/2/21 23:55	9/2/21 0:00	11.413 		Pass	JL	9/2/21	6.74	Monongalia	Processing	Complete
A02-0149	21492	OneStep RT-ddPCR	Human RNase P	55.13774395	58583.85295					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	K3	AP0012	C04	JL	SARS-CoV-2 N1	7.445496321	0	1593.187866	7910.839841	SARS-CoV-2 N2	52.15488911	0	2077.493896	55414.56968																																				CDC N1/N2/RP Triplex	0.005	Sample		10/8/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0022	A03	JL	WVU Morgantown	Sample	10/8/21	0.4	2108052	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K3	EP0022	A03	JL	HonorsSummit-01 (MUB)	EL	10/8/21 9:37	Composite	10/8/21 9:38	10/6/21 9:37			Pass	JL	10/8/21	7.45	Monongalia	Processing	Complete
A02-0164	10490	OneStep RT-ddPCR	Human RNase P	47.96174049	50959.34927					10/14/21	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	B6	AP0013	F01	JL	SARS-CoV-2 N1	2.395914346	0	1707.766876	2545.658993	SARS-CoV-2 N2	7.18842864	0	1836.244965	7637.70543																																				CDC N1/N2/RP Triplex	0.005	Sample		10/11/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0023	B02	JL	WVU Morgantown	Sample	10/11/21	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	B6	EP0023	A06	JL	OaklandE-02	EL	10/11/21 9:20	Composite	10/11/21 9:00	10/9/21 9:00			Pass	JL		7	Monongalia	Processing	Complete
A01-0048	11184	OneStep RT-ddPCR	Human RNase P	12.38888741	13163.19287					10/5/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	C5	AP0011	E01	JL	SARS-CoV-2 N1	274.1031837	1355.395355	0	291234.6327	SARS-CoV-2 N2	136.6448021	1548.404388	0	145185.1022																																				CDC N1/N2/RP Triplex	0.005	Sample		10/1/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425	C5	CP0019	A05	JL	WWTP	Sample	10/1/21	0.4	2108052	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	C5	EP0019	A05	JL	StarCityWWTP-01	JF	9/27/21 12:15	Composite	9/25/21 23:55	9/25/21 0:00	6.684 		Pass	jl	10/1/21		Monongalia	Processing	Complete
J01-0047																																																																															WWTP												AlpineLakeWWTP-01												Preston		
A1035	9076	OneStep RT-ddPCR	Human RNase P		43554					4/26/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				10878	SARS-CoV-2 N2				10878																																				CDC N1/N2/RP Triplex	0.005	Sample		4/23/21	100			PEG Precipitation	7				MVS	WWTP	Sample	4/26/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS	StarCityWWTP-01	EL	4/23/21 10:58	Composite	4/22/21 11:59	4/22/21 12:00	8.620		Pass	MVS	4/23/21		Monongalia	Processing	Complete
A02-0111	8769	OneStep RT-ddPCR	Human RNase P	0	0					10/14/21	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	NAB_10 L4	AP0013	F04	JL	SARS-CoV-2 N1	0	0	1707.766876	0	SARS-CoV-2 N2	0	0	1836.244965	0																																				CDC N1/N2/RP Triplex	0.005	Sample		9/17/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0013	C02	JL	WVU Morgantown	Sample	9/17/21	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G2	EP0012	A10	JL	OaklandE-02	EL	9/17/21 10:10	Composite	9/17/21 10:06	9/15/21 10:06			Pass	JL	9/17/21	7.13	Monongalia	Processing	Complete
A02-0055	13774	OneStep RT-ddPCR	Human RNase P	49.38784599	52474.58637					9/2/21	Manual	DQ		QX One	BRSV Triplex	G2	AP000000	B02	JL	SARS-CoV-2 N1	7.709282637	0	3138.026123	8191.112801	SARS-CoV-2 N2	9.251475334	0	3336.080627	9829.692543																																				CDC N1/N2/RP Triplex	0.005	Sample		9/2/21	10	 NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0007	B04	JL	WVU Morgantown	Sample	9/2/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G2	EP0007	A10	JL	HonorsSummit-01 (MUB)	EL	8/27/21 10:18	Grab	8/27/21 10:18	8/27/21 10:18			Pass	JL	8/27/21	7.97	Monongalia	Processing	Complete
A01-0041	13981	OneStep RT-ddPCR	Human RNase P	21.88860893	23256.64699					9/29/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K2	AP0010	A02	JL	SARS-CoV-2 N1	104.5753288	0	1097.667847	111111.2869	SARS-CoV-2 N2	55.60320377	0	1200.682373	59078.40401																																				CDC N1/N2/RP Triplex	0.005	Sample		9/27/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0017	A02	JL	WWTP	Sample	9/27/21	0.4	2105049	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K2	EP0017	A02	JL	StarCityWWTP-01	GG	9/18/21 23:55	Composite	9/18/21 23:55	9/18/21 0:00	7.348 		Pass	JL	9/24/21	6.54	Monongalia	Processing	Complete
A02-0193	46.4	OneStep RT-ddPCR	Human RNase P			None				2021-11-01	OK	ABS	58477038	QX 200	CDC nCov-2 Triplex	B4	AP0015	F04	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005	Sample		2021-10-28	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0030	B06	LW	WVU Morgantown	Sample	2021-10-28	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	B4	EP0030	B04	LW	CollegePark-02	EL	10/25/21 10:26	Composite	10/27/21 10:26	10/25/21 10:29			Pass	JL	10/27/21		Monongalia	Processing	Processing
A1097	12267	OneStep RT-ddPCR		51.85		BRSV		123143.75		7/30/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	1.92			4560																																				N1/N2/BRSV Triplex	0.005	Sample		7/30/21	10			Ceres Nanotrap	0.95					WWTP	Sample	7/30/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	StarCityWWTP-01	EL	7/21/21 23:55	Composite	7/21/21 23:55	7/21/21 0:00	7.124 		Pass	JL	7/30/21		Monongalia	Processing	Complete
J01-0020																																																																															WWTP												AlpineLakeWWTP-01												Preston		
B01-0011	13679	OneStep RT-ddPCR	Human RNase P	12.04386592	12796.60754					9/29/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	L6	AP0010	B06	JL	SARS-CoV-2 N1	0	0	1097.667847	0	SARS-CoV-2 N2	5.160901546	0	1200.682373	5483.457893																																				CDC N1/N2/RP Triplex	0.005	Sample		9/27/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0017	C02	JL	WWTP	Sample	9/27/21	0.4	2105049	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	L6	EP0017	B02	JL	CharlestonWWTP-01	KM	9/21/21 7:30	Composite	9/21/21 7:00	9/20/21 7:00			Pass	JL	9/24/21	6.9	Kanawha	Processing	Complete
A1094	12740	OneStep RT-ddPCR		90.67		BRSV		215341.25		7/30/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005	Sample		7/30/21	10			Ceres Nanotrap	0.95					WWTP	Sample	7/30/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	StarCityWWTP-01	EL	7/18/21 23:55	Composite	7/18/21 23:55	7/18/21 0:00	8.102 		Pass	JL	7/30/21		Monongalia	Processing	Complete
H01-0004	8479	OneStep RT-ddPCR	Human RNase P	5.55069863796234	5897.61730283499	None				2021-10-20	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	I2	AP0014	B05	JL	SARS-CoV-2 N1	33.3238506317138	0	2152.00729370118	35406.5912961959	SARS-CoV-2 N2	16.6560256481171	0	2493.55224609376	17697.0272511244																																				CDC N1/N2/RP Triplex	0.005	Sample		2021-10-18	10	NT04474	Halcyon	Nanotrap	0.425		CP0026	C02	JL	WWTP	Sample	2021-10-18	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	I2	EP0026	B02	JL	MoundsvilleWWTP-01	DRC	10/2/21 8:15	Composite	10/2/21 8:00	10/1/21 8:00			Pass	JL	10/8/21	6.88	Marshall	Processing	Complete
A1017	12768	OneStep RT-ddPCR	Human RNase P		33180					4/12/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				5520	SARS-CoV-2 N2				11070																																				CDC N1/N2/RP Triplex	0.005	Sample		4/9/21	100			PEG Precipitation	5				MVS	WWTP	Sample	4/12/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS	StarCityWWTP-01	GG	3/29/21 11:55	Composite	3/29/21 11:55	3/29/21 12:00	10.313		Pass	Josh Lambert	4/9/21		Monongalia	Processing	Complete
A02-0213																																																																			Sample												WVU Morgantown	Sample											OaklandE-02	EL	11/10/21 9:30	Composite	11/10/21 9:30	11/8/21 9:30			Pass	JL	11/10/21	7.73	Monongalia	Processing	Processing
A03-0071																																																																			Sample												K-12	Sample											SuncrestES-01	BL	11/5/21 14:30	Composite	11/5/21 14:00	11/5/21 6:00			Pass	JL	11/10/21		Monongalia	Processing	Processing
A1018	12405	OneStep RT-ddPCR	Human RNase P		17070					4/12/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				11370	SARS-CoV-2 N2				17070																																				CDC N1/N2/RP Triplex	0.005	Sample		4/9/21	100			PEG Precipitation	5				MVS	WWTP	Sample	4/12/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS	StarCityWWTP-01	GG	3/30/21 11:55	Composite	3/30/21 11:55	3/30/21 12:00	10.313		Pass	Josh Lambert	4/9/21		Monongalia	Processing	Complete
J01-0001																																																																															WWTP												AlpineLakeWWTP-01												Preston		
A03-0002	16149	OneStep RT-ddPCR	Human RNase P	18.9488852	20133.19053					9/24/21	Manual	DQ	XXXXXX	QX 200	CDC nCov-2 Triplex	I2	AP0009	B02	JL	SARS-CoV-2 N1	0	0	878.4640503	0	SARS-CoV-2 N2	0	0	968.4371185	0																																				CDC N1/N2/RP Triplex	0.005	Sample		9/24/21	10		Halcyon	Ceres Nanotrap	0.425		CP0016	B04	JL	K-12	Sample	9/24/21	0.4	XXXXXX	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	I2	EP0016	A10	JL	NorthES-01	BL	9/21/21 9:00	Composite	9/20/21 14:00	9/20/21 6:00			Pass	JL	9/21/21	8.62	Monongalia	Processing	Complete
A0032	10476	OneStep RT-ddPCR	Human RNase P		28299.6					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				443142	SARS-CoV-2 N2				408920.4																																				CDC N1/N2/RP Triplex	0.005	Sample		12/4/20	100			PEG Precipitation	4.2				MS	WWTP	Sample	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS	StarCityWWTP-01	GG	12/2/20 0:00	Composite	12/2/20 23:59	12/2/20 0:00			Pass	TD	12/4/20		Monongalia	Processing	Complete
A1070	13234	OneStep RT-ddPCR		80.14		BRSV		190332.5		7/7/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005	Sample		7/7/21	10			Ceres Nanotrap	0.95	pH - 6.37				WWTP	Sample	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	StarCityWWTP-01	EL	6/14/21 23:55	Composite	6/14/21 23:55	6/14/21 0:00	11.975 		Pass	JL	6/18/21	6.37	Monongalia	Processing	Complete
J01-0008																																																																															WWTP												AlpineLakeWWTP-01												Preston		
A02-0174	10841	OneStep RT-ddPCR	Human RNase P	32.5786900520324	34614.8581802844	None				2021-10-20	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	H6	AP0014	F04	JL	SARS-CoV-2 N1	2.17050969600678	0	2152.00729370118	2306.1665520072	SARS-CoV-2 N2	4.34121966362	0	2493.55224609376	4612.54589259625																																					0.005	Sample		2021-10-18	10	NT04474	Halcyon	Nanotrap	0.425		CP0026	B02	JL	WVU Morgantown	Sample	2021-10-18	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	H6	EP0026	A06	JL	HonorsSummit-01 (MUB)	EL	10/18/21 9:49	Composite	10/18/21 9:00	10/16/21 9:00			Pass	JL	10/18/21		Monongalia	Processing	Processing
H01-0005	10259	OneStep RT-ddPCR	Human RNase P	0	0	None				2021-10-20	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	I3	AP0014	C05	JL	SARS-CoV-2 N1	108.043994903564	0	2152.00729370118	114796.744585037	SARS-CoV-2 N2	16.0602498054504	0	2493.55224609376	17064.0154182911																																				CDC N1/N2/RP Triplex	0.005	Sample		2021-10-18	10	NT04474	Halcyon	Nanotrap	0.425		CP0026	C03	JL	WWTP	Sample	2021-10-18	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	I3	EP0026	B03	JL	MoundsvilleWWTP-01	DRC	10/3/21 8:15	Composite	10/3/21 8:00	10/2/21 8:00			Pass	JL	10/8/21	6.96	Marshall	Processing	Complete
H01-0080																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
A0048	16737	OneStep RT-ddPCR	Human RNase P		10116					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				35424	SARS-CoV-2 N2				50616																																				CDC N1/N2/RP Triplex	0.005	Sample		1/3/21	100			PEG Precipitation	6				MS	WWTP	Sample	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS	StarCityWWTP-01	GG	12/24/20 0:00	Composite	12/24/20 11:59	12/24/20 12:00			Pass	TD	1/7/21		Monongalia	Processing	Complete
F01-0011	15272	OneStep RT-ddPCR	Human RNase P	0	0					10/5/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	E6	AP0011	F03	JL	SARS-CoV-2 N1	76.9123745	1355.395355	0	81719.3979	SARS-CoV-2 N2	62.38012791	1548.404388	0	66278.8859																																				CDC N1/N2/RP Triplex	0.005	Sample		10/1/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425	E6	CP0019	D04	JL	WWTP	Sample	10/1/21	0.4	2108052	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	E6	EP0019	C06	JL	WestonWWTP-01	BP	9/28/21 11:00	Composite	9/28/21 10:00	9/27/21 10:00			Pass	JL	9/30/21		Lewis	Processing	Complete
A01-0102		OneStep RT-ddPCR	Human RNase P			None				2021-11-01	CHECK	ABS	58477038	QX 200	CDC nCov-2 Triplex	A4	AP0015	E04	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005			2021-10-28	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0030	A04	LW			2021-10-28	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	A4	EP0030	A04	LW															
E02-0011																																																																																											AthensWWTP-01	-	11/18/2021 08:00 AM	Composite	11/18/2021 08:00 AM	11/17/2021 08:00 AM			Pass	AJ	11/19/2021	6.57	Mercer		
A02-0019	17835	OneStep RT-ddPCR	Human RNase P	36.96895123	39279.51068					8/18/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G4	AP000000	A04	JL	SARS-CoV-2 N1	30.36309004	0	1685.59967	32260.78367	SARS-CoV-2 N2	39.61181402	1.36802882	1874.414978	42087.55088																																				CDC N1/N2/RP Triplex	0.005	Sample		8/18/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP000000	A04	JL	WVU Morgantown	Sample	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A04	JL	CollegePark-02	EL	8/18/21 10:24	Composite	8/18/21 10:24	8/16/21 10:33			Pass	JL	8/18/21	7.04	Monongalia	Processing	Complete
A02-0076																																																																			Sample		9/3/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0008	B02	JL	WVU Morgantown	Sample	9/3/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	I8	EP0008	A08	JL	Evansdale-01	EL	9/3/21 10:00	Grab	9/3/21 10:00	9/3/21 10:00			Pass	JL	9/3/21	7.86	Monongalia	Processing	Confirming
A02-0114	13490	OneStep RT-ddPCR	Human RNase P	12.21264958	12975.94018					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	G5	AP0008	E05	JL	SARS-CoV-2 N1	141.7069817	0	1320.22522	150563.668	SARS-CoV-2 N2	129.4269562	0	1524.019623	137516.1409																																				CDC N1/N2/RP Triplex	0.005	Sample		9/17/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0013	D01	JL	WVU Morgantown	Sample	9/17/21	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G5	EP0012	B01	JL	CollegePark-02	EL	9/17/21 10:57	Composite	9/17/21 10:57	9/15/21 10:57			Pass	JL	9/17/21	6.85	Monongalia	Processing	Complete
A1080	13452	OneStep RT-ddPCR		66.56		BRSV		158080		7/9/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005	Sample		7/9/21	10			Ceres Nanotrap	0.95	pH - 6.40				WWTP	Sample	7/9/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	StarCityWWTP-01	EL	6/28/21 23:55	Composite	6/28/21 23:55	6/28/21 0:00	7.451 		Pass	JL	7/9/21	6.4	Monongalia	Processing	Complete
G02-0021																																																																			Sample	2 DAY COMPOSITE											WVU Keyser	Sample											PotomacState-01	S	11/8/21 11:30	Composite	11/7/21 11:30	11/5/21 10:30			Pass	JL	11/12/21	7.03	Mineral	Processing	Processing
A1092	14288	OneStep RT-ddPCR		77.53		BRSV		184133.75		7/30/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005	Sample		7/30/21	10			Ceres Nanotrap	0.95					WWTP	Sample	7/30/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	StarCityWWTP-01	EL	7/14/21 23:55	Composite	7/14/21 23:55	7/14/21 0:00	9.954 		Pass	JL	7/30/21		Monongalia	Processing	Complete
A03-0033	15613	OneStep RT-ddPCR	Human RNase P	2.787955999	2962.203249					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	I2	AP0012	B03	JL	SARS-CoV-2 N1	0	0	1593.187866	0	SARS-CoV-2 N2	5.576269031	0	2077.493896	5924.785845																																				CDC N1/N2/RP Triplex	0.005	Sample		10/7/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0021	C02	JL	K-12	Sample	10/7/21	0.4	2108052	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	I2	EP0021	B02	JL	CheatLakeES-01	BL	9/28/21 10:20	Composite	9/27/21 14:00	9/27/21 6:00			Pass	JL	10/6/21	7.82	Monongalia	Processing	Complete
A03-0060																																																																			Sample												K-12	Sample											MorgantownHS-01	BL	10/29/21 12:50	Composite	10/29/21 12:50	10/29/21 6:00			Pass	JL	11/1/21	7.42	Monongalia	Processing	Processing
A02-0110	9613	OneStep RT-ddPCR	Human RNase P	14.69057918	15608.74037					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	G1	AP0008	E01	JL	SARS-CoV-2 N1	4.895840883	0	1320.22522	5201.830938	SARS-CoV-2 N2	2.447793186	0	1524.019623	2600.78026																																				CDC N1/N2/RP Triplex	0.005	Sample		9/17/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0013	C01	JL	WVU Morgantown	Sample	9/17/21	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G1	EP0012	A09	JL	Evansdale-01	EL	9/17/21 9:30	Composite	9/17/21 9:30	9/15/21 9:30			Pass	JL	9/17/21	6.4	Monongalia	Processing	Complete
A01-0011	17755	OneStep RT-ddPCR	Human RNase P	15.12162089	16066.7222					8/24/21	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	K1	AP0004	F03	JL	SARS-CoV-2 N1	48.75270367	-20	2835.271912	51799.74765	SARS-CoV-2 N2	21.84480429	-20	3151.898499	23210.10455																																				CDC N1/N2/RP Triplex	0.005	Sample		8/24/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0003	A01	JL	WWTP	Sample	8/24/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K1	EP0003	A01	JL	StarCityWWTP-01	GG	8/21/21 23:59	Composite	8/21/21 23:59	8/21/21 0:00	10.554 		Pass	JL	8/24/21	7.23	Monongalia	Processing	Complete
A03-0089																																																																			Sample												K-12	Sample											SuncrestES-01	BL	11/11/21 12:25	Composite	11/10/21 14:00	11/10/21 6:00			Pass	JL	11/12/21		Monongalia	Processing	Processing
A02-0207	15080	OneStep RT-ddPCR	Human RNase P	6.24205112457276	6632.17931985856	None				2021-11-04	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	K5	AP0016	F05	JL	SARS-CoV-2 N1	0	0	1040.98007202148	0	SARS-CoV-2 N2	1.56035751104355	0	1205.93536376953	1657.87985548377																																					0.005	Sample		2021-11-03	10	NT04474	Halcyon	Nanotrap	0.425		CP0032	D03	JL	WVU Morgantown	Sample	2021-11-03	0.4	21108255	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	K5	EP0032	B09	JL	CollegePark-02	CA	11/3/21 11:30	Composite	11/3/21 11:31	11/1/21 11:31			Pass	JL	11/3/21	7.12	Monongalia	Processing	Processing
A0029	10527	OneStep RT-ddPCR	Human RNase P		24138					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				28170	SARS-CoV-2 N2				32202																																				CDC N1/N2/RP Triplex	0.005	Sample		12/4/20	100			PEG Precipitation	3				MS	WWTP	Sample	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS	StarCityWWTP-01	GG	11/29/20 0:00	Composite	11/29/20 23:59	11/29/20 0:00			Pass	TD	12/4/20		Monongalia	Processing	Complete
A1063	13878	OneStep RT-ddPCR		3.39		BRSV		8051.25		7/7/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	1.7			4037.5	SARS-CoV-2 N2	1.7			4037.5																																				N1/N2/BRSV Triplex	0.005	Sample		7/7/21	10			Ceres Nanotrap	0.95	pH - 				WWTP	Sample	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	StarCityWWTP-01	EL	6/3/21 23:55	Composite	6/3/21 23:55	6/3/21 0:00	8.332 		Pass	JL	6/4/21		Monongalia	Processing	Complete
A03-0107	47	OneStep RT-ddPCR	Human RNase P			None				2021-11-01	OK	ABS	58477038	QX 200	CDC nCov-2 Triplex	B2	AP0015	F02	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005	Sample		2021-10-28	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0030	B04	LW	K-12	Sample	2021-10-28	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	B2	EP0030	B02	LW	NorthES-01	BL	10/15/21 15:15	Composite	10/15/21 14:00	10/15/21 6:00			Pass	JL	10/22/21		Monongalia	Processing	Processing
A01-0051	15165	OneStep RT-ddPCR	Human RNase P	34.74868774	36920.48073					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	F6	AP0012	F01	JL	SARS-CoV-2 N1	322.0767975	0	1593.187866	342206.5973	SARS-CoV-2 N2	352.9288101	0	2077.493896	374986.8608																																				CDC N1/N2/RP Triplex	0.005	Sample		10/5/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0020	A06	JL	WWTP	Sample	10/5/21	0.4	2108052	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F6	EP0020	A06	JL	StarCityWWTP-01	JF	9/30/21 9:30	Composite	9/29/21 23:55	9/29/21 0:00	7.542 		Pass	JL	10/1/21	7.48	Monongalia	Processing	Complete
