Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Category	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Flow (MGD)	Sample ID	Sample QC Check	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status: NWSS	Status: WaTCH
A02-0003	16102	OneStep RT-ddPCR				BRSV	0	0		8/13/21	Manual	DQ		QX 200	BRSV Triplex		AP000000	C02	JL	SARS-CoV-2 N1	70.24583817	0	2236.361694	74636.199	SARS-CoV-2 N2	74.64317322	0	2276.707153	79308.37154																																				CDC N1/N2/RP Triplex	0.005	Sample		8/13/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP000000	C06	JL	WVU Morgantown	Sample	8/13/21	0.4	2102028	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		EP000000	C06	JL	CollegePark-02	EL	8/12/21 9:59	Composite	8/12/21 9:00	8/11/21 9:00			Pass	JL	8/12/21		Monongalia	Processing	Complete
J01-0003																																																																															WWTP												AlpineLakeWWTP-01												Preston		
A03-0149																																																																																											NorthES-01												Monongalia		
A1089	13216	OneStep RT-ddPCR		96.34		BRSV		228807.5		7/30/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005	Sample		7/30/21	10			Ceres Nanotrap	0.95					WWTP	Sample	7/30/21	0.4			Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05				JL	StarCityWWTP-01	EL	7/11/21 23:55	Composite	7/11/21 23:55	7/11/21 0:00	8.458		Pass	JL	7/30/21		Monongalia	Processing	Complete
A01-0032	11790	OneStep RT-ddPCR	Human RNase P	73.95734787	78579.68211					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	A3	AP0008	A03	JL	SARS-CoV-2 N1	95.98958015	0	1320.22522	101988.9289	SARS-CoV-2 N2	114.0312958	0	1524.019623	121158.2518																																				CDC N1/N2/RP Triplex	0.005	Sample		9/13/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0011	A03	JL	WWTP	Sample	9/13/21	0.4	2105033	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	A3	EP0011	A03	JL	StarCityWWTP-01	JL	9/9/21 23:55	Composite	9/9/21 23:55	9/9/21 0:00	9.799		Pass	JL	9/13/21	6.83	Monongalia	Processing	Complete
A03-0071	11175	OneStep RT-ddPCR	Human RNase P	4.211457074	4474.673141	None				11/29/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	C4	AP0022	E04	JL	SARS-CoV-2 N1	0	0	1092.976303	0	SARS-CoV-2 N2	0	0	1279.930573	0																																					0.005	Sample		2021-11-15	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0035	A04	LW	K-12	Sample	2021-11-15	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	C4	EP0035	A04	JL	SuncrestES-01	BL	11/5/21 14:30	Composite	11/5/21 14:00	11/5/21 6:00			Pass	JL	11/10/21		Monongalia	Processing	Complete
A1083	13044	OneStep RT-ddPCR		77.69		BRSV		184513.75		7/9/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	1.8			4275	SARS-CoV-2 N2	3.61			8573.75																																				N1/N2/BRSV Triplex	0.005	Sample		7/9/21	10			Ceres Nanotrap	0.95	pH - 6.49				WWTP	Sample	7/9/21	0.4			Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05				JL	StarCityWWTP-01	EL	7/1/21 23:55	Composite	7/1/21 23:55	7/1/21 0:00	8.588		Pass	JL	7/9/21	6.49	Monongalia	Processing	Complete
A02-0142	17886	OneStep RT-ddPCR	Human RNase P	35.27065277	37475.06857					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	F5	AP0012	E01	JL	SARS-CoV-2 N1	16.02673292	0	1593.187866	17028.40373	SARS-CoV-2 N2	4.80707854	0	2077.493896	5107.520949																																				CDC N1/N2/RP Triplex	0.005	Sample		10/5/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0020	A05	JL	WVU Morgantown	Sample	10/5/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	F5	EP0020	A05	JL	CollegePark-02	EL	10/4/21 10:00	Composite	10/4/21 9:00	10/2/21 10:00			Pass	JL	10/5/21	7.54	Monongalia	Processing	Complete
C01-0013	15705	OneStep RT-ddPCR	Human RNase P	26.20212555	27839.7584					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	A4	AP0012	D06	JL	SARS-CoV-2 N1	38.62473965	0	1593.187866	41038.78587	SARS-CoV-2 N2	35.86354256	0	2077.493896	38105.01397																																				CDC N1/N2/RP Triplex	0.005	Sample	FLOW: 6.08	10/8/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0022	D02	JL	WWTP	Sample	10/8/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	A4	EP0022	C04	JL	WheelingWWTP-01	MVC	10/4/21 7:05	Composite	10/4/21 7:00	10/3/21 7:00	6.08		Pass	JL	10/8/21	6.92	Ohio	Processing	Complete
A01-0116																																																																																											StarCityWWTP-01												Monongalia		
L01-0033																																																																																											WestUnionWWTP-01												Doddridge		
A1007	13279	OneStep RT-ddPCR	Human RNase P		49788					3/22/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005	Sample		3/19/21	100			PEG Precipitation	3.6				TD	WWTP	Sample	3/21/21	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				TD	StarCityWWTP-01	GG	3/16/21 11:59	Composite	3/16/21 11:59	3/16/21 12:01	8.66		Pass	JL	3/19/21		Monongalia	Processing	Complete
E01-0012																																																																															WWTP												PrincetonWWTP-01	EU	11/24/2021 09:00 AM	Composite	11/24/2021 08:15 AM	11/23/2021 08:15 AM			Pass	AJ	12/02/2021	7.31	Mercer		
A02-0239																																																																															WVU Morgantown												NorthHighSt-02 (MUB)	GZ	12/03/2021 09:52 AM	Composite	12/03/2021 09:00 AM	12/01/2021 09:00 AM			Pass	AJ	12/01/2021	8.43	Monongalia		
A03-0167																																																																																											SuncrestES-01												Monongalia		
A02-0080	14549	OneStep RT-ddPCR	Human RNase P	50.18832684	53325.09726					9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	I6	AP0007	C03	JL	SARS-CoV-2 N1	6.469900608	0	1303.838043	6874.269396	SARS-CoV-2 N2	14.55977917	0	1366.207123	15469.76537																																				CDC N1/N2/RP Triplex	0.005	Sample		9/3/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0008	A06	JL	WVU Morgantown	Sample	9/3/21	0.4	2102028	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	I6	EP0008	A06	JL	CollegePark-02	EL	9/3/21 10:46	Composite	9/3/21 10:46	9/1/21 10:59			Pass	JL	9/3/21	5.86	Monongalia	Processing	Complete
A03-0178																																																																																											MountainviewES-01												Monongalia		
K01-0015																																																																																											ParkersburgWWTP-01												Wood		
A02-0215	14398	OneStep RT-ddPCR	Human RNase P	3.2	3400					11/18/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	F4	AP0020	E04	JL	SARS-CoV-2 N1	0	0	1193.4	0	SARS-CoV-2 N2	0	0	1245	0																																					0.005	Sample		11/11/21	10	NT04474	Kookaburra	Ceres Nanotrap	0.425		CP0034	D06	JL	WVU Morgantown	Sample	11/11/21	0.4	2108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	F4	EP0034	C04	JL	CollegePark-02	EL	11/10/21 10:25	Composite	11/10/21 10:25	11/8/21 10:25			Pass	JL	11/10/21		Monongalia	Processing	Complete
A02-0134	12270	OneStep RT-ddPCR	Human RNase P	11.74077511	12474.57355					10/14/21	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	NAB_11 D1	AP0013	E04	JL	SARS-CoV-2 N1	0	0	1707.766876	0	SARS-CoV-2 N2	0	0	1836.244965	0																																				CDC N1/N2/RP Triplex	0.005	Sample		10/1/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425	D1	CP0019	B03	JL	WVU Morgantown	Sample	10/1/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	D1	EP0019	B01	JL	Evansdale-01	EL	10/1/21 9:43	Composite	10/1/21 9:44	9/29/21 9:43			Pass	JL	10/1/21		Monongalia	Processing	Complete
A03-0019	12298	OneStep RT-ddPCR	Human RNase P	97.77973175	103890.965					9/29/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	A4	AP0010	C04	JL	SARS-CoV-2 N1	0	0	1097.667847	0	SARS-CoV-2 N2	0	0	1200.682373	0																																				CDC N1/N2/RP Triplex	0.005	Sample		9/27/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0017	D02	JL	K-12	Sample	9/27/21	0.4	2105049	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	A4	EP0017	B08	JL	NorthES-01	BL	9/24/21 14:30	Composite	9/24/21 14:00	9/24/21 6:00			Pass	JL	9/27/21	9.13	Monongalia	Processing	Complete
A01-0010	18269	OneStep RT-ddPCR	Human RNase P	42.54051685	45199.29916					8/20/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H6	AP000000	A06	JL	SARS-CoV-2 N1	45.12120247	0	1047.2155	47941.2756	SARS-CoV-2 N2	52.86496639	0	1082.352142	56169.02781																																				CDC N1/N2/RP Triplex	0.005	Sample		8/20/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425	6.99	CP000000	A06	JL	WWTP	Sample	8/20/21	0.4	2102028	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	H6	EP000000	A06	JL	StarCityWWTP-01	GG	8/19/21 23:59	Composite	8/19/21 23:59	8/19/21 0:01	11.28		Pass	Jl	8/20/21	6.99	Monongalia	Processing	Complete
A02-0012	18304	OneStep RT-ddPCR	Human RNase P	30.87174654	32801.2307					8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B02	JL	SARS-CoV-2 N1	3.856753707	0	1714.019012	4097.80094	SARS-CoV-2 N2	10.28608203	0	1783.141785	10928.96241																																				CDC N1/N2/RP Triplex	0.005	Sample		8/16/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP000000	B04	JL	WVU Morgantown	Sample	8/16/21	0.4	2102028	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		EP000000	A10	JL	HonorsSummit-01 (MUB)	Alexander Brun	8/16/21 9:54	Composite	8/16/21 9:00	8/14/21 9:00			Pass	Josh Lambert	8/16/21	6.65	Monongalia	Processing	Complete
A1002	10921	OneStep RT-ddPCR	Human RNase P		38790					3/16/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				25860	SARS-CoV-2 N2				19380																																				CDC N1/N2/RP Triplex	0.005	Sample		3/12/21	100			PEG Precipitation	5				AHT	WWTP	Sample	3/15/21	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				AHT	StarCityWWTP-01	EL	3/9/21 12:00	Composite	3/9/21 12:00	3/9/21 12:00	8.423		Pass	MVS	3/12/21		Monongalia	Processing	Complete
G02-0010																																																																															WWTP												PotomacState-01	-							Fail: Missing Required Data				Mineral		
A1005	9233	OneStep RT-ddPCR	Human RNase P		26010					3/22/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005	Sample		3/19/21	100			PEG Precipitation	3.4				TD	WWTP	Sample	3/21/21	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				TD	StarCityWWTP-01	GG	3/14/21 11:59	Composite	3/14/21 11:59	3/14/21 5:30	8.712		Pass	JL	3/19/21		Monongalia	Processing	Complete
B01-0007	16078	OneStep RT-ddPCR	Human RNase P	6.161722541	6546.8302					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	H2	AP0012	B02	JL	SARS-CoV-2 N1	65.78440189	0	1593.187866	69895.92701	SARS-CoV-2 N2	49.32600498	0	2077.493896	52408.88029																																				CDC N1/N2/RP Triplex	0.005	Sample		10/7/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0021	A02	JL	WWTP	Sample	10/7/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	H2	EP0021	A02	JL	CharlestonWWTP-01	KM	10/1/21 7:20	Composite	10/1/21 7:00	9/30/21 7:00			Pass	JL	10/6/21	6.48	Kanawha	Processing	Complete
A02-0283																																																																																											WVU-Morgantown												Monongalia		
A01-0044	10597	OneStep RT-ddPCR	Human RNase P	24.43691254	25964.21957					9/29/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K5	AP0010	A05	JL	SARS-CoV-2 N1	60.02687931	0	1097.667847	63778.55927	SARS-CoV-2 N2	91.21232033	0	1200.682373	96913.09035																																				CDC N1/N2/RP Triplex	0.005	Sample		9/27/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0017	A05	JL	WWTP	Sample	9/27/21	0.4	2105049	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	K5	EP0017	A05	JL	StarCityWWTP-01	GG	9/23/21 23:55	Composite	9/23/21 23:55	9/23/21 0:00	9.101		Pass	JL	9/24/21	6.56	Monongalia	Processing	Complete
B01-0058	17681	OneStep RT-ddPCR	Human RNase P	26.63054228	28294.95117	None				11/29/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	D3	AP0022	G03	JL	SARS-CoV-2 N1	47.95669556	0	1092.976303	50953.98903	SARS-CoV-2 N2	42.62334347	0	1279.930573	45287.30243																																				CDC N1/N2/RP Triplex	0.005	Sample		11/17/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0037	C03	JL	WWTP	Sample	11/17/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	L3	EP0037	B03	JL	CharlestonWWTP-01	-	11/12/21 7:15	Composite	11/12/21 7:00	11/11/21 7:00			Pass	JL	11/16/21	7.52	Kanawha	Processing	Complete
A02-0083	13219	OneStep RT-ddPCR	Human RNase P	26.71469688	28384.36544					9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K5	AP0007	A05	JL	SARS-CoV-2 N1	55.24384022	0	1303.838043	58696.58023	SARS-CoV-2 N2	44.54135895	0	1366.207123	47325.19388																																				CDC N1/N2/RP Triplex	0.005	Sample		9/8/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0009	A05	JL	WVU Morgantown	Sample	9/8/21	0.4	2102028	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	K5	EP0009	A05	JL	HonorsSummit-01 (MUB)	EL	9/6/21 8:38	Composite	9/6/21 8:38	9/4/21 9:00			Pass	JL	9/7/21	6.88	Monongalia	Processing	Complete
L01-0025																																																																																											WestUnionWWTP-01												Doddridge		
A02-0086	16057	OneStep RT-ddPCR	Human RNase P	17.59098768	18690.42441					9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	L1	AP0007	B01	JL	SARS-CoV-2 N1	16.12456918	0	1303.838043	17132.35475	SARS-CoV-2 N2	7.327980399	0	1366.207123	7785.979174																																				CDC N1/N2/RP Triplex	0.005	Sample		9/8/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0010	A01	JL	WVU Morgantown	Sample	9/8/21	0.4	2102028	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	L1	EP0010	A01	JL	Evansdale-01	EL	9/8/21 9:10	Composite	9/8/21 20:20	9/6/21 20:20			Pass	JL	9/8/21	6.31	Monongalia	Processing	Complete
K01-0050																																																																																											ParkersburgWWTP-01												Wood		
J01-0017																																																																															WWTP												AlpineLakeWWTP-01												Preston		
A02-0188		OneStep RT-ddPCR	Human RNase P			None				11/1/21	CHECK	ABS	58477038	QX 200	CDC nCov-2 Triplex	B3	AP0015	B03	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005	Sample		10/25/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0028	B05	JL	WVU Morgantown	Sample	10/25/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	B3	EP0028	B03	JL	HonorsSummit-01 (MUB)	CA	10/25/21 10:16	Composite	10/25/21 9:00	10/23/21 9:00			Pass	JL	10/25/21	7.12	Monongalia	Processing	Processing
A0040	11665	OneStep RT-ddPCR	Human RNase P		15246					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				81396	SARS-CoV-2 N2				81396																																				CDC N1/N2/RP Triplex	0.005	Sample		12/14/20	100			PEG Precipitation	4.2				AT	WWTP	Sample	12/21/20	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				AT	StarCityWWTP-01	GG	12/14/20 0:00	Composite	12/14/20 11:59	12/14/20 12:00	9.162 		Pass	TD	12/18/20		Monongalia	Processing	Complete
G01-0016	15659	OneStep RT-ddPCR	Human RNase P	4.508270025	4790.036902	None				11/4/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	J2	AP0016	E02	JL	SARS-CoV-2 N1	3.005417287	0	1040.980072	3193.255868	SARS-CoV-2 N2	4.508270025	0	1205.935364	4790.036902																																					0.005	Sample		11/3/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0032	B04	JL	WWTP	Sample	11/3/21	0.4	21108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	J2	EP0032	A10	JL	KeyserWWTP-01	TD	11/27/2021 08:20 AM	Composite	11/27/2021 08:00 AM	11/26/2021 09:00 AM			Pass	AJ	12/02/2021	7.29	Mineral	Processing	Confirming
G02-0011	13934	OneStep RT-ddPCR	Human RNase P	0	0	None				11/17/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	D1	AP0019	A03	JL	SARS-CoV-2 N1	0	0	1166.6	0	SARS-CoV-2 N2	3.4	0	1342.8	3612.5																																					0.005	Sample		10/27/21	10	NT04474	Kookaburra	Ceres Nanotrap	0.425		CP0029	A01	JL	WVU Keyser	Sample	10/27/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	D1	EP0029	A01	JL	PotomacState-01	EDL	10/13/21 9:25	Composite	10/13/21 9:25	10/12/21 9:25			Pass	JL	10/27/21	7.02	Mineral	Processing	Complete
A02-0268																																																																																											WVU-Morgantown												Monongalia		
H01-0070																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
A02-0009	19134	OneStep RT-ddPCR	Human RNase P	23.37623835	24837.25324					8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A07	JL	SARS-CoV-2 N1	49.24017906	0	1714.019012	52317.69228	SARS-CoV-2 N2	46.77571774	0	1783.141785	49699.20111																																				CDC N1/N2/RP Triplex	0.005	Sample		8/16/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP000000	B01	JL	WVU Morgantown	Sample	8/16/21	0.4	2102028	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		EP000000	A07	JL	CollegePark-02	Eric Lundstrom	8/13/21 10:18	Composite	8/13/21 9:55	8/11/21 9:55			Pass	Josh Lambert	8/13/21	7.8	Monongalia	Processing	Complete
L01-0001																																																																																											WestUnionWWTP-01												Doddridge		
A02-0197	11323	OneStep RT-ddPCR	Human RNase P	4.156405628	4416.180979	None				11/4/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	G2	AP0016	B02	JL	SARS-CoV-2 N1	6.234883666	0	1040.980072	6624.563895	SARS-CoV-2 N2	20.78937292	0	1205.935364	22088.70873																																					0.005	Sample		11/2/21	10	NT04474	Kookaburra	Ceres Nanotrap	0.425		CP0031	B03	JL	WVU Morgantown	Sample	11/2/21	0.4	21108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	G2	EP0031	B02	JL	NorthHighSt-02 (MUB)	CA	10/29/21 12:13	Composite	10/29/21 12:14	10/27/21 12:14			Pass	JL	10/29/21	6.98	Monongalia	Processing	Complete
A1080	13452	OneStep RT-ddPCR		66.56		BRSV		158080		7/9/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005	Sample		7/9/21	10			Ceres Nanotrap	0.95	pH - 6.40				WWTP	Sample	7/9/21	0.4			Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05				JL	StarCityWWTP-01	EL	6/28/21 23:55	Composite	6/28/21 23:55	6/28/21 0:00	7.451		Pass	JL	7/9/21	6.4	Monongalia	Processing	Complete
C01-0017	10816	OneStep RT-ddPCR	Human RNase P	6.527184248	6935.133263	None				11/8/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	G5	AP0017	D05	AJ	SARS-CoV-2 N1	32.65404224	0	560.2787018	34694.91988	SARS-CoV-2 N2	21.7643261	0	653.7683868	23124.59648																																					0.005	Sample		10/15/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0025	D03	JL	WWTP	Sample	10/15/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	G5	EP0025	D03	JL	WheelingWWTP-01	MVC	10/11/21 7:00	Composite	10/11/21 7:00	10/10/21 7:00			Pass	JL	10/15/21	6.59	Ohio	Processing	Complete
A02-0137	11385	OneStep RT-ddPCR	Human RNase P	17.60913968	18709.71091					10/5/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	D4	AP0011	D02	JL	SARS-CoV-2 N1	0	1355.395355	0	0	SARS-CoV-2 N2	9.781135321	1548.404388	0	10392.45628																																				CDC N1/N2/RP Triplex	0.005	Sample		10/1/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425	D4	CP0019	B06	JL	WVU Morgantown	Sample	10/1/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	D4	EP0019	B04	JL	NorthHighSt-02 (MUB)	EL	10/1/21 10:38	Composite	10/1/21 10:39	9/29/21 10:39			Pass	JL	10/1/21		Monongalia	Processing	Complete
H01-0010	17515	OneStep RT-ddPCR	Human RNase P	1.343424618	1427.388657	None				10/20/21	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	E8	AP0014	H01	JL	SARS-CoV-2 N1	18.81492972	0	2152.007294	19990.86283	SARS-CoV-2 N2	18.81492972	0	2493.552246	19990.86283																																					0.005	Sample		10/15/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0025	B02	JL	WWTP	Sample	10/15/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	E8	EP0025	B02	JL	MoundsvilleWWTP-01	DRC	10/8/21 8:15	Composite	10/8/21 8:00	10/7/21 8:00			Pass	JL	10/15/21	7.07	Marshall	Processing	Complete
A03-0014	20020	OneStep RT-ddPCR	Human RNase P	8.28712225	8805.06739					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	H5	AP0012	E02	JL	SARS-CoV-2 N1	38.69451046	0	1593.187866	41112.91736	SARS-CoV-2 N2	15.19495606	0	2077.493896	16144.64082																																				CDC N1/N2/RP Triplex	0.005	Sample		10/7/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0021	B01	JL	K-12	Sample	10/7/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	H5	EP0021	A05	JL	NorthES-01	BL	9/30/21 12:05	Composite	9/29/21 14:10	9/29/21 6:00			Pass	JL	10/6/21	7.12	Monongalia	Processing	Complete
A02-0044																																																																			Sample													Sample																									Unknown
A02-0231	16172	OneStep RT-ddPCR	Human RNase P	48.0623197555542	85611.0070645809	None				2021-12-03	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	E6	AP0023	A06	JL	SARS-CoV-2 N1	0	0	1030.21682739258	0	SARS-CoV-2 N2	0	0	1109.43168640137	0																																					0.005			2021-11-29	10	NT04474	Halcyon	Ceres Nanotrap	0.475		CP0040	B02	AJ	WVU Morgantown		2021-11-29	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075	E6	EP0040	A06	AJ	HonorsSummit-01 (MUB)	CA	11/22/21 10:12	Composite	11/22/21 10:12	11/20/21 10:12			Pass	AJ	11/22/21	7.21	Monongalia	Processing	Complete
