assay_id	sample_id	collection_start_datetime	collection_end_datetime	sample_flow	sample_qc	location_id	target	target_category	target_genetic_locus	lab_id	target_copies_per_l	target_copies_per_lday	target_copies_flownorm	target_copies_flownorm_per_person	target_copies_per_ldayperson	target_result_validated
E01-0059.a1	E01-0059	2/7/22 9:00	2/8/22 9:00	3.445	NA	PrincetonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	240602.338228125	240602.338228125	3137631922689.08	87156442.2969188	6.68339828411458	1
D01-0058.a1	D01-0058	3/6/22 7:30	3/7/22 7:30	1.24	NA	CharlesTownWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	208304.305678125	208304.305678125	977761330178.719	57515372.363454	12.2531944516544	1
G01-0133.a3	G01-0133	3/15/22 9:00	3/16/22 8:00	0.955	NA	KeyserWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
A01-0298.a2	A01-0298	7/5/22 0:00	7/6/22 0:00	7	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	594535.13165625	594535.13165625	15753914629060.2	325979031.390916	12.3020843332281	1
D01-0085.a3	D01-0085	6/5/22 7:30	6/6/22 7:30	1.27	NA	CharlesTownWWTP-01	Human	Internal Control	RNase P	ZooWVU	4310.136331875	4310.136331875	20720854128.4945	1218873.77226438	0.253537431286765	1
G01-0078.a3	G01-0078	12/27/21 9:00	12/28/21 8:00	0.771	NA	KeyserWWTP-01	Human	Internal Control	RNase P	ZooWVU	3397.37876625	3397.37876625	9915423569.32937	1213935.30476608	0.41593765502571	1
A02-0346.a1	A02-0346	2/12/22 9:00	2/14/22 9:00	NA	NA	Evansdale-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	NA	1
Q01-0021.a3	Q01-0021	5/24/22 8:00	5/25/22 8:00	0.37	NA	MadisonWWTP-01	Human	Internal Control	RNase P	ZooWVU	209890.989740625	209890.989740625	293973677045.402	64538677.7267622	46.0792513151756	1
B01-0130.a2	B01-0130	5/18/22 7:00	5/19/22 7:00	10	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	386999.6382375	386999.6382375	14649523005806.2	292990460.116123	7.73999276475	1
Q01-0005.a3	Q01-0005	5/8/22 8:00	5/9/22 8:00	0.936	NA	MadisonWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
N03-0092.a1	N03-0092	6/1/22 7:30	6/2/22 7:30	0.422	NA	SalemWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	64155.7878375	64155.7878375	102485215473.615	55307725.5659014	34.6226593834323	1
P01-0062.a3	P01-0062	5/21/22 10:00	5/22/22 10:00	0.182	NA	StMarysWWTP-01	Human	Internal Control	RNase P	ZooWVU	2226.802434375	2226.802434375	1534143556.96556	530478.408356002	0.769987010503112	1
S01-0032.a3	S01-0032	4/19/22 6:00	4/20/22 6:00	0.886	NA	FollansbeeWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
L01-0142.a2	L01-0142	5/24/22 9:00	5/25/22 9:00	0.322	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	408106.99936875	408106.99936875	497442445906.708	881990152.316858	723.593970511968	1
B01-0106.a1	B01-0106	3/16/22 7:00	3/17/22 7:00	6.6	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
L01-0093.a2	L01-0093	4/4/22 9:00	4/5/22 9:00	NA	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	19187.073916875	19187.073916875	NA	NA	34.0196346043883	1
R01-0039.a2	R01-0039	3/20/22 9:00	3/21/22 8:00	0.157	NA	HuttonsvilleWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
M03-0012.a2	M03-0012	3/8/22 11:00	3/9/22 11:00	0.758	NA	ManningtonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
A1081.a4	A1081	6/29/21 0:00	6/29/21 23:55	7.266	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	139151.25	139151.25	3827325778685.33	79194789.3288637	2.87930909617613	1
C01-0059.a2	C01-0059	12/14/21 7:00	12/15/21 7:00	7.516	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	111757.674969375	111757.674969375	3179633430970.16	63592668.6194031	2.2351534993875	1
A1092.a4	A1092	7/14/21 0:00	7/14/21 23:55	9.954	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	184133.75	184133.75	6938154385899.98	143563863.306985	3.81008421618937	1
P01-0024.a3	P01-0024	1/18/22 10:00	1/19/22 10:00	0.212	NA	StMarysWWTP-01	Human	Internal Control	RNase P	ZooWVU	10772.846848125	10772.846848125	8645284143.7205	2989379.02618275	3.72505077735996	1
H01-0117.a3	H01-0117	2/2/22 8:00	2/3/22 8:00	2.6	NA	MoundsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	16735.69796625	16735.69796625	164713843939.898	13726153.6616582	1.3946414971875	1
M03-0088.a1	M03-0088	6/10/22 11:00	6/11/22 11:00	0.163	NA	ManningtonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	65103.982018125	65103.982018125	40170578125.1106	36819961.6178832	59.6736773768332	1
A1039.a3	A1039	4/28/21 12:00	4/28/21 11:59	8.446	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
A02-0042.a3	A02-0042	8/25/21 9:48	8/25/21 9:48	NA	NA	NorthHighSt-02	Human	Internal Control	RNase P	ZooWVU	1361691.12175	680845.560875	NA	NA	NA	1
G01-0120.a1	G01-0120	4/23/22 9:00	4/24/22 8:00	1.251	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	13076.58595875	13076.58595875	61924799306.8939	7581390.70848358	1.60095322707517	1
M03-0055.a3	M03-0055	4/21/22 11:00	4/22/22 11:00	0.225	NA	ManningtonWWTP-01	Human	Internal Control	RNase P	ZooWVU	2787.70584	2787.70584	2374337151.85374	2176294.36466887	2.55518408799267	1
P01-0035.a2	P01-0035	3/21/22 11:00	3/22/22 11:00	0.2	NA	StMarysWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	2884.7963625	2884.7963625	2184027399.71423	755196.196305057	0.9975091156639	1
A02-0541.a2	A02-0541	5/14/22 9:00	5/16/22 8:33	NA	NA	CollegePark-02	SARS-CoV-2	Pathogen	N2	ZooWVU	3124491.77746875	1562245.88873437	NA	NA	2755.28375438161	1
A01-0093.a3	A01-0093	11/18/21 0:00	11/18/21 23:55	8.055	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	156881.90997	156881.90997	4783561235851.38	98981154.5243208	3.24619082043536	1
A01-0142.a3	A01-0142	1/2/22 0:00	1/3/22 0:00	13.1	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	17130.14893875	17130.14893875	849464745934.461	17577072.213509	0.354455986979598	1
H01-0244.a1	H01-0244	6/12/22 8:00	6/13/22 8:00	1.7	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	117570.8560575	117570.8560575	756591620188.656	63049301.682388	9.797571338125	1
A02-0442.a3	A02-0442	4/9/22 9:00	4/11/22 9:00	NA	NA	HonorsSummit-01	Human	Internal Control	RNase P	ZooWVU	24981.679381875	12490.8396909375	NA	NA	14.29157859375	1
M04-0053.a1	M04-0053	5/10/22 14:00	5/11/22 13:40	0.138	NA	FarmingtonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
A1050.a1	A1050	5/17/21 0:00	5/17/21 23:55	7.923	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
D01-0001.a2	D01-0001	1/23/22 8:00	1/24/22 8:00	NA	NA	CharlesTownWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	612127.40788125	612127.40788125	NA	NA	36.00749458125	1
D01-0025.a2	D01-0025	3/30/22 7:45	3/31/22 7:45	1.27	NA	CharlesTownWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	7448.552341875	7448.552341875	35808697140.9804	2106393.94946944	0.438150137757353	1
A02-0193.a3	A02-0193	10/25/21 10:29	10/27/21 10:26	NA	NA	CollegePark-02	Human	Internal Control	RNase P	ZooWVU	0	0	NA	NA	0	1
K01-0002.a1	K01-0002	1/27/22 6:26	1/28/22 6:46	5.679	NA	ParkersburgWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	590104.97338125	590104.97338125	12685689248923.5	264010182.079574	12.2810608404006	1
H01-0096.a1	H01-0096	12/18/21 8:00	12/19/21 8:00	NA	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	5540.219773125	5540.219773125	NA	NA	0.46168498109375	1
D01-0034.a3	D01-0034	4/19/22 8:00	4/20/22 8:00	1.22	NA	CharlesTownWWTP-01	Human	Internal Control	RNase P	ZooWVU	11392.93620375	11392.93620375	52614860254.7455	3094991.77969091	0.670172717867647	1
H01-0072.a2	H01-0072	1/13/22 8:00	1/14/22 8:00	2	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	510250.961725	510250.961725	3863018186046.86	321918182.170572	42.5209134770833	1
B01-0137.a3	B01-0137	6/6/22 7:00	6/7/22 7:00	6.58	NA	CharlestonWWTP-01	Human	Internal Control	RNase P	ZooWVU	9143.554430625	9143.554430625	227747633642.188	4554952.67284376	0.1828710886125	1
A03-0138.a3	A03-0138	12/10/21 6:00	12/10/21 14:00	NA	NA	MountainviewES-01	Human	Internal Control	RNase P	ZooWVU	20268.0367725	60804.1103175	NA	NA	83.7522180681818	1
N03-0060.a1	N03-0060	4/22/22 7:30	4/23/22 10:18	0.65306	NA	SalemWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
N02-0099.a3	N02-0099	5/22/22 7:00	5/23/22 7:00	5.84	NA	ClarksburgWWTP-01	Human	Internal Control	RNase P	ZooWVU	202983.841959375	202983.841959375	4487322060718	169345688.758321	7.66034576041116	1
A02-0185.a1	A02-0185	10/20/21 10:02	10/22/21 10:02	NA	NA	CollegePark-02	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
J01-0074.a3	J01-0074	6/20/22 7:30	6/21/22 7:30	0.054	NA	AlpineLakeWWTP-01	Human	Internal Control	RNase P	ZooWVU	7179.335641875	7179.335641875	1467543362.33394	2096490.51761992	10.2561937741071	1
G01-0194.a1	G01-0194	7/5/22 9:00	7/6/22 8:00	0.618	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	215967.406340625	215967.406340625	505230561014.965	61854867.9009506	26.440671687148	1
A02-0158.a3	A02-0158	10/4/21 10:00	10/6/21 9:00	NA	NA	CollegePark-02	Human	Internal Control	RNase P	ZooWVU	34519.93928375	17259.969641875	NA	NA	30.4408635659171	1
P01-0019.a1	P01-0019	1/25/22 10:00	1/26/22 10:00	0.231	NA	StMarysWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	1121552.649675	1121552.649675	980718958205.042	339114439.213362	387.812119528008	1
N02-0010.a1	N02-0010	3/30/22 7:00	3/31/22 7:00	7.82	NA	ClarksburgWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	2778.649715625	2778.649715625	82253328244.5879	3104133.45326394	0.104862620410031	1
C01-0156.a3	C01-0156	4/18/22 7:00	4/19/22 7:00	12.504	NA	WheelingWWTP-01	Human	Internal Control	RNase P	ZooWVU	14893.13605875	14893.13605875	704933333606.583	14098666.6721317	0.297862721175	1
L01-0001.a1	L01-0001	2/8/22 9:10	2/9/22 9:10	0.249	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	126141.56394375	126141.56394375	118896886854.509	210810083.075371	223.655255219415	1
L01-0025.a1	L01-0025	1/14/22 9:00	1/15/22 9:00	0.287	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	658090.00981875	658090.00981875	714957324667.514	1267654830.97077	1166.82625854388	1
H01-0021.a3	H01-0021	10/18/21 8:00	10/19/21 8:00	NA	NA	MoundsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	NA	NA	0	1
H01-0005.a3	H01-0005	10/2/21 8:00	10/3/21 8:00	NA	NA	MoundsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	NA	NA	0	1
C01-0210.a1	C01-0210	6/26/22 7:00	6/27/22 7:00	8.358	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	65987.70506625	65987.70506625	2087749154749.94	41754983.0949988	1.319754101325	1
A01-0058.a3	A01-0058	10/7/21 0:00	10/7/21 23:55	7.245	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	84081.1991725	84081.1991725	2305951729096.11	47714611.1797738	1.73980299562365	1
A03-0301.a1	A03-0301	4/20/22 6:00	4/20/22 14:00	NA	NA	MorgantownHS-01	SARS-CoV-2	Pathogen	N1	ZooWVU	2496.90302625	7490.70907875	NA	NA	4.04684445097245	1
A03-0325.a1	A03-0325	4/29/22 6:00	4/29/22 12:55	NA	NA	MorgantownHS-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
G01-0187.a1	G01-0187	6/17/22 9:00	6/18/22 8:00	0.593	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	216598.7403	216598.7403	486209617248.781	59526152.9442679	26.5179652668952	1
A04-0075.a1	A04-0075	5/12/22 8:00	5/13/22 8:00	0.609	NA	CheatLakeWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	394482.86008125	394482.86008125	909407132298.52	454703566.14926	197.241430040625	1
A01-0085.a1	A01-0085	11/9/21 0:00	11/9/21 23:55	6.761	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	36836.94096	36836.94096	942773613757.38	19507813.5606146	0.762227713954643	1
A0205.a3	A0205	12/30/20 0:00	12/30/20 23:59	9.604	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
E02-0132.a3	E02-0132	5/20/22 8:00	5/21/22 8:00	0.102	NA	AthensWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
A03-0278.a2	A03-0278	3/23/22 6:00	3/23/22 14:00	NA	NA	NorthES-01	SARS-CoV-2	Pathogen	N2	ZooWVU	20820.5494575	62461.6483725	NA	NA	90.7872796111918	1
A02-0250.a2.a3	A02-0250	12/4/21 9:00	12/6/21 9:00	NA	NA	Evansdale-01	Human	Internal Control	RNase P	ZooWVU	65756.09140875	32878.045704375	NA	NA	NA	1
A02-0338.a2	A02-0338	2/7/22 9:00	2/9/22 9:00	NA	NA	OaklandE-02	SARS-CoV-2	Pathogen	N2	ZooWVU	17470.51546125	8735.257730625	NA	NA	10.1337096642981	1
A01-0034.a1	A01-0034	9/12/21 0:00	9/12/21 23:55	8.154	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	116087.68229375	116087.68229375	3583189466361.14	74143135.7879725	2.40207917343465	1
A02-0261.a1	A02-0261	12/6/21 9:00	12/8/21 9:00	NA	NA	NorthHighSt-02	SARS-CoV-2	Pathogen	N1	ZooWVU	12460.0183125	6230.00915625	NA	NA	NA	1
L01-0058.a2	L01-0058	4/2/22 9:00	4/3/22 9:00	0.282	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	2477.127909375	2477.127909375	2644298422.15848	4688472.37971361	4.39207076130319	1
H01-0081.a2	H01-0081	12/4/21 8:00	12/5/21 8:00	1.2	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	82816.40544375	82816.40544375	376192859196.991	31349404.9330826	6.9013671203125	1
H01-0110.a2	H01-0110	1/26/22 8:00	1/27/22 8:00	NA	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	636471.3301875	636471.3301875	NA	NA	53.039277515625	1
B01-0195.a3	B01-0195	5/29/22 7:00	5/30/22 7:00	8.38	NA	CharlestonWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
E01-0065.a2	E01-0065	2/16/22 9:15	2/17/22 10:15	2.122	NA	PrincetonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	481004.80381875	481004.80381875	3863738436966.74	107326067.693521	13.3612445505208	1
R01-0015.a1	R01-0015	4/26/22 9:00	4/27/22 8:30	0.156	NA	HuttonsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
A03-0358.a2	A03-0358	5/16/22 6:00	5/16/22 14:00	NA	NA	NorthES-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	0	1
A02-0134.a1	A02-0134	9/29/21 9:43	10/1/21 9:44	NA	NA	Evansdale-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	NA	1
A02-0484.a2.a3	A02-0484	4/30/22 9:00	5/2/22 7:36	NA	NA	OaklandE-02	Human	Internal Control	RNase P	ZooWVU	0	0	NA	NA	0	1
A01-0253.a2	A01-0253	5/14/22 0:00	5/15/22 0:00	7.8	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	428718.73873125	428718.73873125	12658434366089.2	261927544.406745	8.87102174166632	1
C01-0065.a1	C01-0065	12/22/21 7:00	12/23/21 7:00	6.62	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	43062.8700075	43062.8700075	1079130296158.7	21582605.923174	0.86125740015	1
D01-0093.a1	D01-0093	5/9/22 7:40	5/10/22 7:40	1.3	NA	CharlesTownWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	1268573.11269375	1268573.11269375	6242690150478.66	367217067.675216	74.6219478055147	1
A02-0550.a1	A02-0550	5/11/22 9:00	5/13/22 9:00	NA	NA	OaklandE-02	SARS-CoV-2	Pathogen	N1	ZooWVU	6661.6485675	3330.82428375	NA	NA	3.86406529437355	1
N03-0076.a2	N03-0076	5/16/22 7:30	5/17/22 7:30	0.75298	NA	SalemWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	6534.58922625	6534.58922625	18625788128.425	10051693.5393551	3.52649175728548	1
A03-0154.a1	A03-0154	12/17/21 6:00	12/17/21 14:00	NA	NA	MountainviewES-01	SARS-CoV-2	Pathogen	N1	ZooWVU	22195.5034575	66586.5103725	NA	NA	91.7169564359504	1
J01-0061.a2	J01-0061	6/1/22 7:30	6/2/22 7:30	0.104	NA	AlpineLakeWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	2077.462363125	2077.462363125	817860867.615689	1168372.66802241	2.96780337589286	1
H01-0251.a1	H01-0251	6/14/22 8:00	6/15/22 8:00	2.8	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	62437.46484	62437.46484	661783930583.956	55148660.8819964	5.20312207	1
A1077.a3	A1077	6/23/21 0:00	6/23/21 23:55	11.82	NA	StarCityWWTP-01	Bovine Respiratory Syncitial Virus (BRSV)	Pre-concentration Spike (Biol)	BRSV	ZooWVU	0	0	0	0	0	1
A01-0228.a1	A01-0228	4/15/22 0:00	4/16/22 0:00	8.1	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	61325.325976875	61325.325976875	1880346167869.59	38908007.1153284	1.26893986874845	1
C01-0108.a1	C01-0108	1/17/22 7:00	1/18/22 7:00	7.285	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	319207.67968125	319207.67968125	8802698202876.93	176053964.057539	6.384153593625	1
A02-0444.a2.a1	A02-0444	4/9/22 9:00	4/11/22 9:00	NA	NA	OaklandE-02	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
H01-0114.a1	H01-0114	1/31/22 8:00	2/1/22 8:00	1.7	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	257535.16666875	257535.16666875	1657289531941.24	138107460.995103	21.4612638890625	1
P01-0027.a1	P01-0027	3/2/22 9:39	3/3/22 9:30	0.236	NA	StMarysWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	216967.3992	216967.3992	193829292774.939	67022577.0314449	75.0233053941909	1
A01-0212.a3	A01-0212	3/27/22 0:00	3/28/22 0:00	9	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	36698.025534375	36698.025534375	1250253655542.71	25870171.6508588	0.759353284521913	1
A01-0030.a2	A01-0030	9/8/21 0:00	9/8/21 23:55	8.923	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	191746.74988125	191746.74988125	6476670895247.81	134014875.336199	3.96761194092969	1
H01-0086.a3	H01-0086	12/8/21 8:00	12/9/21 8:00	1.5	NA	MoundsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	75679.75044	75679.75044	429718326169.621	35809860.5141351	6.30664587	1
N03-0022.a2	N03-0022	3/21/22 7:30	3/22/22 7:30	0.502	NA	SalemWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
A01-0006.a1	A01-0006	8/15/21 0:00	8/15/21 23:55	8.629	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	43018.69244	43018.69244	1405175599791.91	29075806.9812927	0.890140134911438	1
E02-0008.a2	E02-0008	11/12/21 8:00	11/13/21 8:00	NA	NA	AthensWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	24724.93886875	24724.93886875	NA	NA	10.3408359969678	1
A02-0183.a1	A02-0183	10/20/21 9:40	10/22/21 9:40	NA	NA	HonorsSummit-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
A03-0150.a2	A03-0150	1/19/22 6:00	1/19/22 14:00	NA	NA	MountainviewES-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	0	1
N03-0071.a3	N03-0071	5/6/22 7:30	5/7/22 7:30	0.10263	NA	SalemWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
A03-0002.a2	A03-0002	9/20/21 6:00	9/20/21 14:00	NA	NA	NorthES-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	0	1
H01-0247.a3	H01-0247	6/13/22 8:00	6/14/22 8:00	2.2	NA	MoundsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	2343.992938125	2343.992938125	19520543477.3971	1626711.95644976	0.19533274484375	1
L01-0023.a1	L01-0023	1/16/22 9:00	1/17/22 9:00	0.346	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	1259938.116075	1259938.116075	1650206291014.13	2925897679.10306	2233.93282992021	1
A02-0106.a1	A02-0106	9/13/21 9:32	9/15/21 9:28	NA	NA	OaklandE-02	SARS-CoV-2	Pathogen	N1	ZooWVU	87588.7757675	43794.38788375	NA	NA	50.8055543895012	1
A04-0073.a1	A04-0073	5/10/22 8:00	5/11/22 8:00	0.665	NA	CheatLakeWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
A01-0083.a1	A01-0083	11/7/21 0:00	11/7/21 23:55	7.118	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	151512.5	151512.5	4082435886424.75	84473511.9687293	3.13508731998014	1
D01-0037.a1	D01-0037	4/18/22 7:20	4/19/22 7:20	1.21	NA	CharlesTownWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	216518.8149	216518.8149	991731109403.837	58337124.0825786	12.7364008764706	1
E01-0108.a2	E01-0108	5/10/22 7:40	5/11/22 7:40	3.068	NA	PrincetonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	49356.350694375	49356.350694375	573206784042.758	15922410.6678544	1.37100974151042	1
H01-0003.a3	H01-0003	9/29/21 8:00	9/30/21 8:00	NA	NA	MoundsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	10281.36924625	10281.36924625	NA	NA	0.856780770520833	1
J01-0066.a3	J01-0066	6/8/22 7:30	6/9/22 7:30	0.1	NA	AlpineLakeWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
A02-0130.a2	A02-0130	9/27/21 9:28	9/29/21 9:28	NA	NA	Evansdale-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	NA	1
A03-0323.a1	A03-0323	4/29/22 6:00	4/29/22 12:40	NA	NA	MountainviewES-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
M04-0069.a2	M04-0069	5/23/22 11:00	5/24/22 10:00	0.072	NA	FarmingtonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	573069.40546875	573069.40546875	156189791387.193	256048838.339661	939.458041752049	1
G01-0190.a2	G01-0190	7/4/22 9:00	7/5/22 8:00	0.547	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	157914.008791875	157914.008791875	326979789607.406	40031805.7795551	19.3332527903863	1
R02-0004.a3	R02-0004	6/20/22 6:00	6/21/22 6:00	1.139	NA	ElkinsWWTP-01	Human	Internal Control	RNase P	ZooWVU	2001.08681625	2001.08681625	8627849877.36994	655811.027468071	0.152104501083156	1
R01-0013.a1	R01-0013	5/15/22 9:00	5/16/22 8:30	0.179	NA	HuttonsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
B01-0193.a3	B01-0193	7/5/22 7:00	7/6/22 7:00	12.5	NA	CharlestonWWTP-01	Human	Internal Control	RNase P	ZooWVU	2304.0467325	2304.0467325	109022019270.91	2180440.38541821	0.04608093465	1
E01-0063.a2	E01-0063	2/14/22 9:15	2/15/22 9:15	2.368	NA	PrincetonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	546191.79005625	546191.79005625	4895981757944.49	135999493.276236	15.1719941682292	1
C01-0063.a1	C01-0063	12/20/21 7:00	12/21/21 7:00	6.831	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	39185.135390625	39185.135390625	1013254548745.51	20265090.9749101	0.7837027078125	1
C01-0151.a2	C01-0151	4/11/22 7:00	4/12/22 7:00	12.322	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	8144.796405	8144.796405	379904433903.956	7598088.67807912	0.1628959281	1
D01-0095.a1	D01-0095	5/17/22 7:40	5/18/22 7:40	1.3	NA	CharlesTownWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	166026.66200625	166026.66200625	817022682612.603	48060157.8007413	9.76627423566176	1
B01-0042.a3	B01-0042	1/5/22 7:00	1/6/22 7:00	10.64	NA	CharlestonWWTP-01	Human	Internal Control	RNase P	ZooWVU	33849.858654375	33849.858654375	1363362714295.85	27267254.2859169	0.6769971730875	1
H01-0208.a2	H01-0208	5/3/22 8:00	5/4/22 8:00	3.3	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
A02-0350.a3	A02-0350	2/14/22 9:00	2/16/22 9:00	NA	NA	HonorsSummit-01	Human	Internal Control	RNase P	ZooWVU	340871.85136875	170435.925684375	NA	NA	195.006779959239	1
C01-0214.a2	C01-0214	6/30/22 7:00	7/1/22 7:00	6.11	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	83821.40949375	83821.40949375	1938693234458.71	38773864.6891742	1.676428189875	1
